"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"60","0","Meizhou Sun, Chi Xu, Ruonan Wu, Qian Yang, Xiaokang Ding, Nana Zhao, Wei Geng, Yujie Sun, Shun Duan, Fu-Jian Xu","Surface-Engineered Orthopedic Implant to Break the Antimicrobial-Osteogenic Paradox at Biointerfaces in the ""Race for the Surface""","2025","Advanced materials (Deerfield Beach, Fla.)","","10.1002/adma.202506113","Journal Article","Implant-associated infections and compromised osseointegration pose a dual threat to bone implants due to the biological conflict between microbial invasion and host cell colonization. However, conventional contact-killing antimicrobial coatings may negatively affect the viability of mammalian cells, limiting their further application. Here, a surface modification strategy is proposed to help mammalian cells to win the ""race for the surface"" on the material-tissue interfaces. Through polyphenol-amine-mediated covalent modification, quaternary ammonium groups (bactericidal agents) and phosphate groups (promoting bone-regeneration factors) are spatially organized on titanium (Ti) surfaces to regulate the surface chemical characteristics of dental implants. The surface-engineered implants (Ti-AQs) exhibited balanced antibacterial and biocompatible properties. The optimized Ti-AQ-2 coating eradicated >99% of Staphylococcus aureus (S. aureus) and Escherichia coli (E. coli) via destruction of disrupted bacterial membranes through metabolic interference, and simultaneously promoted adhesion, proliferation and osteogenic differentiation of bone marrow mesenchymal stem cells through Ca2+-mediated signaling pathways. Moreover, Ti-AQs can drive immunomodulation biased macrophages toward pro-repair M2 polarization. In vivo evaluations in an implant-associated infection modal confirmed that Ti-AQ-2 inhibited infection at the early stage and enhanced bone-implant integration at the late stage. This work presents a facile strategy to regulate the surface performances for developing of antibacterial implants with high biocompatibility and bioactivity.","","Ya","0.00","1521-4095","37","37"
"61","0","Jintao Li, Haolin Ke, Dianxuan Wu, Yan Shao, Zhicheng Wen, Shaozi Zhong, Xiangcheng Lei, Jihua Li, Denghui Xie, Chun Zeng","Bilayer book- like decellularized extracellular matrix scaffold with bioactive coatings for rotator cuff repair","2025","Materials today. Bio","","10.1016/j.mtbio.2025.102038","Journal Article","Repairing the tendon-bone interface after rotator cuff injury and regulating the local immune microenvironment present significant clinical challenges, necessitating the development of bioactive materials capable of simultaneous interface repair and inflammation modulation. In this study, we developed a book-like scaffold (dtECM-TAZn/Mg) with bilayers of bioactive coatings to target the bone microenvironment and promote rotator cuff repair. Fabricated from decellularized tendon extracellular matrix (dtECM) to preserve native collagen fiber alignment, the scaffold underwent covalent cross-linking of a tannic acid (TA) coating onto its surface. Subsequent incorporation of Zn2+ and Mg2+ ions established bioactive coatings via metal-phenol coordination bonds formed through polyphenol-metal ion self-assembly and π-π interactions between phenolic molecules. The dtECM-TAZn/Mg scaffold promoted subchondral bone regeneration at the tendon-bone interface via Zn2+ release, thereby enhancing structural repair. Concurrently, the synergistic release of TA and Mg2+ scavenges reactive oxygen species (ROS) and polarizes macrophages toward the anti-inflammatory M2 phenotype, effectively modulating the local bone microenvironment. This book-like scaffold with dual-layer bioactive coatings for targeted regulation effectively promoted the repair of the tendon-bone interface in rotator cuff injuries.","","Parsial","0.00","2590-0064","33",""
"62","0","A.M. Kaliyeva","Antimicrobial Biomaterials Based on Composites of Metal Nanoparticles and Plant Extracts","2025","Materials","","10.3390/ma18235474","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024542715&origin=inward","Ya","0.00","1996-1944","18","23"
"63","0","Meizhou Sun, Chi Xu, Ruonan Wu, Yiyan Ke, Xiaokang Ding, Nana Zhao, Wei Geng, Yujie Sun, Shun Duan, Fu-Jian Xu","Bioinspired Amine-Guided Polyphenol Coatings for Selective Bacterial Disruption and Osseointegration on Orthopedic Implants","2025","Journal of the American Chemical Society","","10.1021/jacs.5c07074","Journal Article","Implant-related infections and inadequate osseointegration pose significant challenges in orthopedic surgery. However, current surface modification strategies are generally complex or necessitate harsh synthesis conditions, thereby limiting their versatility. We developed a facile, one-step method to fabricate a stable polyphenol-based coating on titanium using amine-directed self-polymerization. Amine forms covalent bonds with polyphenol, enhancing the coating stability, as confirmed by molecular dynamics simulations. This bioinspired coating eliminated over 90% of Staphylococcus aureus and Escherichia coli by disrupting bacterial chemotaxis and FTSI protein expression of the cell wall, thereby impairing bacterial respiration and interfering with proton and electron transfer in bacterial membranes, which could selectively eliminate pathogenic bacteria through a contact-killing mechanism without any negative effect on mammalian cells. It also promoted the growth and differentiation of bone mesenchymal cells via the Wnt/β-catenin pathway. Additionally, The bioinspired coating modulated macrophages toward a pro-repair M2 polarization. In cell-bacteria competitive coculture experiments, the coating exhibited superior antibacterial efficacy. In vivo studies demonstrate a 50% improvement in osseointegration in infected bone models. This approach is versatile and can be applied to various implant materials, offering a scalable solution for next-generation medical devices.","","Ya","0.00","1520-5126","147","23"
"64","0","Hui Su, Fengzhen Jia, Zitong Tian, Xinyi Hu, Hao Yang, Jiamin Li, Pengde Han, Xiaojun Zhang, Xiong Zhang, Xiao Huang, Zongze Wu, Yong Huang","Methacryloylated chitosan hydrogel-mediated polyphenol-Ga/hUCMSC-Exo release platform: Possessing antibacterial, anti-inflammatory, and osteogenic capabilities","2025","International journal of biological macromolecules","","10.1016/j.ijbiomac.2025.142893","Journal Article","Bacterial infections and excessive inflammation frequently arise during titanium-based bone repair endeavors and necessitate intervention. In this study, a methacrylated chitosan (CS-MA) hydrogel encapsulating human umbilical cord mesenchymal stem cell-derived exosomes (Exos) was meticulously coated onto the surface of a metal phenolic network (TA-Ga, composed of tannic acid and Ga3+), thereby constructing a multifunctional coating of TA-Ga/CS-MA@Exo with pH-responsiveness on the titanium surface. The coating exhibited commendable hydrophilicity, corrosion resistance, and blood compatibility. Leveraging the antimicrobial attributes of Ga3+, this coating exhibited inhibitory rates of (84.66 ± 0.001)% against S. aureus and (67.17 ± 0.02)% against E. coli. Moreover, the coating was capable of modulating the polarization of RAW264.7 cells towards the M2 phenotype, effectively reconfiguring the local anti-inflammatory microenvironment. Concurrently, the coating also significantly facilitated HUVEC migration, lumen formation, and the expression of vascularizing growth factors. Interestingly, the coating significantly enhanced MC3T3-E1 differentiation towards osteoblasts, where the expression level of the key osteogenic gene RUNX2 was increased by approximately 2.94-fold. In vivo, the coating also manifested ideal antimicrobial, anti-inflammatory, angiogenic, and bone repair capabilities, holistically satisfying the intricate demands of infectious bone repair. In conclusion, TA-Ga/CS-MA@Exo furnishes an efficacious and comprehensive resolution for infected bone repair and harbors substantial potential for clinical application.","","Ya","0.00","1879-0003","309",""
"65","0","Wenjie Liu, Qing Wang, Hao Liu, Suqin He, Hongxiang Wang, Chengwei Xu, Chaofan Jin, Na Li, Lianxin Li","Endowing implants surface with enhanced vascularization and osseointegration via presenting triple-functional peptides","2025","Journal of orthopaedic translation","","10.1016/j.jot.2025.03.020","Journal Article","Titanium-based implants have demonstrated good mechanical properties and biocompatibility in clinical applications, however, their inherent low bioactivity and complex biological behaviors during the process of osseointegration have resulted in a high rate of long-term implant failure. Although the immobilization of highly bioactive peptides on the implant surface is an effective strategy to improve osseointegration, the existing mono- and bifunctional peptide-modified implant surfaces can hardly meet the needs of cell behavior regulation and tissue regeneration during the process of osseointegration, and there is an urgent need for the development of more efficient surface modification technologies. In the present study, a multifunctional peptide-modified implant material, MPN@K6, was successfully prepared by linking one end of a tripeptide system (cell adhesion peptide RGD, osteogenic growth peptide OGP, and pro-angiogenic peptide ang), which possesses a specific biological function, to hexameric lysine, and constructing the tripeptide system on the surface of metal-polyphenol coatings (MPNs) by means of non-covalent interactions between the lysine and the polyphenol, and then the MPN@K6 - RGD/OGP/ang was used as a peptide modification. RGD/OGP/ang. The MPN@K6-RGD/OGP/Ang coating not only supported the early adhesion and migration, late osteogenesis and mineralization of BMSCs, but also promoted the adhesion, migration and vascularization of HUVECs. RT-qPCR results showed that the hybrid peptide up-regulated the expression of key factors in angiogenesis and osteogenesis. In vivo testing further confirmed these findings, with the functional peptide coating being 1.5 to 2 times more effective at inducing new bone formation at an early stage than the other two-peptide combinations, confirming the effectiveness and superiority of the tripeptide synergistic modification strategy. The results showed that the MPN@K6 - RGD/OGP/ang-modified implant exhibited significant advantages at the cellular level compared to different combinations of bifunctional peptide-coated forms. It was able to promote early cell migration and adhesion more efficiently, significantly induced osteoblast differentiation and mineralization, and enhanced the level of local vascularization. In a rat bone defect animal model, the material demonstrated more excellent bone repair effects and achieved better bone healing results, confirming the effectiveness and superiority of the tripeptide synergistic modification strategy. The trifunctional peptide coating (MPN@K6 - RGD/OGP/Ang) constructed in this paper has a mild preparation process, is biologically safe, facilitates large-scale production, has a positive effect on bone tissue repair, and has a great potential for clinical application in orthopedic and dental implants.","","Ya","0.00","2214-031X","52",""
"66","0","Fengzhen Jia, Xiaofeng Wang, Hui Su, Jiaxin Guan, Jiali Wang, Jiaqi Zheng, Lei Xie, Pengde Han, He Lin, Xiao Huang, Haixia Qiao, Yong Huang","Gelatin/chitosan coating-embedded ZIF-8@DFO on Zn-EGCG: An effective strategy for treating infected bone defects","2025","International journal of biological macromolecules","","10.1016/j.ijbiomac.2025.144167","Journal Article","Titanium-based bone defect repair often encounters problems such as bacterial infection and excessive inflammation. In this study, firstly, tea polyphenol and zinc ion (E-Zn) coatings were prepared on titanium surface. Subsequently, ZIF8@D (ZIF8 loaded with desferrioxamine) was loaded onto the E-Zn surface with the help of gelatin and chitosan (CG) to form an E-Zn/CG-ZIF8@D composite coating. The results demonstrated that the E-Zn/CG-ZIF8@D coating exhibited favorable hydrophilicity, corrosion resistance, and hemocompatible. In vitro, the coating boasted outstanding antimicrobial properties due to the antimicrobial effects of Zn2+ against E. coli and S. aureus. Leveraging the anti-inflammatory properties of Zn2+, the coating could modulate the polarization of macrophages (RAW264.7) to the M2 type. Thanks to the vascularization-inducing properties of desferrioxamine, the coating could prompt the vascularization of human umbilical vein endothelial cells (HUVEC). Relying on the osteogenic properties of Zn2+, the coating could drive the differentiation of preosteoblasts (MC3T3-E1) towards osteogenesis. In vivo experiments indicated that the E-Zn/CG-ZIF8@D manifested excellent anti-inflammatory, antibacterial, angiogenic, and bone repair capabilities. This surface engineering strategy is highly effective. It constructs favorable bone-implant interfaces. It does this by integrating multiple functions. As a result, the likelihood of implant failure is significantly reduced.","","Ya","0.00","1879-0003","313",""
"67","0","A. Dmitruk","Investment casting of porous Mg-alloy networks biomechanically tuned for bone implant applications","2024","International Journal of Advanced Manufacturing Technology","","10.1007/s00170-024-14658-6","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207893708&origin=inward","Parsial","0.00","0268-3768","135","7"
"68","0","Mariam Mir, Lee D Wilson","A Polyphenol Decorated Triplex Hybrid Biomaterial: Structure-Function, Release Profiles, Sorption, and Antipathogenic Effects","2024","ACS applied bio materials","","10.1021/acsabm.4c01044","Journal Article","Herein, nonwoven alkali modified flax substrates were coated with incremental levels of chitosan, followed by immobilization of tannic acid, via a facile ""dip-coating"" strategy to yield a unique hierarchal ""triplex"" hybrid biomaterial, denoted as ""THB"". The characterization of the physicochemical properties of THB employed complementary spectroscopic (IR, Raman, and NMR) techniques, which support the role of hydrogen bonding and electrostatic interactions between the components: chitosan as the secondary biopolymer coating and the tertiary adsorbed polyphenols. XRD and SEM techniques provide further structural insight that confirms the unique semicrystalline nature and porous hierarchal structure of the biocomposite. The THBs present a polyphenol kinetic release profile that follows the Korsmeyer-Peppas model that concurs with Fickian diffusion for heterogeneous polymer systems. Furthermore, these systems demonstrate a tailored solvent uptake capacity (up to 4 g/g) in aqueous PBS media. Antipathogenic activity tests revealed 95% elimination of pathogens (E. coli, S. aureus, and C. albicans) at a dose of 50 mg for the THB system. The trend in the structure-property relationships for the THB systems indicates synergistic effects of electrostatic multiform interactions between protonated chitosan and the polyphenol units. Herein, we report the first example of a unique hierarchal biomaterial via a facile design strategy for diversiform roles as responsive adsorbents for environmental remediation to biomedical applications (e.g., controlled release, topical administration, or antimicrobial surface coatings).","","Parsial","0.00","2576-6422","7","11"
"69","0","Marco Morra, Giorgio Iviglia, Clara Cassinelli, Maria Sartori, Luca Cavazza, Lucia Martini, Milena Fini, Gianluca Giavaresi","Preliminary Evaluation of Bioactive Collagen-Polyphenol Surface Nanolayers on Titanium Implants: An X-ray Photoelectron Spectroscopy and Bone Implant Study","2024","Journal of functional biomaterials","","10.3390/jfb15070170","Journal Article","To endow an implant surface with enhanced properties to ensure an appropriate seal with the host tissue for inflammation/infection resistance, next-generation bone implant collagen-polyphenol nanolayers were built on conventional titanium surfaces through a multilayer approach. X-ray Photoelectron Spectroscopy (XPS) analysis was performed to investigate the chemical arrangement of molecules within the surface layer and to provide an estimate of their thickness. A short-term (2 and 4 weeks) in vivo test of bone implants in a healthy rabbit model was performed to check possible side effects of the soft surface layer on early phases of osteointegration, leading to secondary stability. Results show the building up of the different nanolayers on top of titanium, resulting in a final composite collagen-polyphenol surface and a layer thickness of about 10 nm. In vivo tests performed on machined and state-of-the-art microrough titanium implants do not show significant differences between coated and uncoated samples, as the surface microroughness remains the main driver of bone-to-implant contact. These results confirm that the surface nanolayer does not interfere with the onset and progression of implant osteointegration and prompt the green light for specific investigations of the potential merits of this bioactive coating as an enhancer of the device/tissue seal.","","Ya","0.00","2079-4983","15","7"
"70","0","Z.J. Liang","Colloidal Phenol-Amine Coating on Implants for Improved Anti-Inflammation and Osteogenesis","2024","ACS Biomaterials Science and Engineering","","10.1021/acsbiomaterials.3c01240","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181117375&origin=inward","Ya","0.00","2373-9878","10","1"
"71","0","Laura Floroian, Mihaela Badea","In Vivo Biocompatibility Study on Functional Nanostructures Containing Bioactive Glass and Plant Extracts for Implantology","2024","International journal of molecular sciences","","10.3390/ijms25084249","Journal Article","In this paper, the in vivo behavior of orthopedic implants covered with thin films obtained by matrix-assisted pulsed laser evaporation and containing bioactive glass, a polymer, and natural plant extract was evaluated. In vivo testing was performed by carrying out a study on guinea pigs who had coated metallic screws inserted in them and also controls, following the regulations of European laws regarding the use of animals in scientific studies. After 26 weeks from implantation, the guinea pigs were subjected to X-ray analyses to observe the evolution of osteointegration over time; the guinea pigs' blood was collected for the detection of enzymatic activity and to measure values for urea, creatinine, blood glucose, alkaline phosphatase, pancreatic amylase, total protein, and glutamate pyruvate transaminase to see the extent to which the body was affected by the introduction of the implant. Moreover, a histopathological assessment of the following vital organs was carried out: heart, brain, liver, and spleen. We also assessed implanted bone with adjacent tissue. Our studies did not find significant variations in biochemical and histological results compared to the control group or significant adverse effects caused by the implant coating in terms of tissue compatibility, inflammatory reactions, and systemic effects.","","Ya","0.00","1422-0067","25","8"
"72","0","Andjela Radisavljevic, Dusica B Stojanovic, Milos Petrovic, Vesna Radojevic, Petar Uskokovic, Mirjana Rajilic-Stojanovic","Electrospun polycaprolactone nanofibers functionalized with Achillea millefolium extract yield biomaterial with antibacterial, antioxidant and improved mechanical properties","2023","Journal of biomedical materials research. Part A","","10.1002/jbm.a.37481","Journal Article","In this study, polycaprolactone (PCL), as a biocompatible polymer was functionalized by addition of medicinal plant extract- Achillea millefolium L. (yarrow). Nanofiber mats were fabricated from PCL solutions containing dry yarrow extract in four concentrations (5%, 10%, 15%, and 20% relative to the weight of the polymer) by using blend electrospinning method. The nanofibers were characterized for their biological, mechanical and drug release behavior. In vitro release of yarrow polyphenols from the electrospun PCL nanofibers over a period of 5 days showed the release of up to 98% of the total loaded polyphenols. The released polyphenols retained its antioxidant activity, which was determined by DPPH assay. Electrospun PCL/yarrow nanofiber mats exhibited the antibacterial effect against Staphylococcus aureus, but had no effect on the growth of Pseudomonas aeruginosa. All PCL/yarrow nanofiber mats had improved mechanical properties compared to the neat PCL nanofibers, as evident by an increase in Young's modulus of elasticity (up to 5.7 times), the tensile strength (up to 5.5 times), and the strain at break (up to 1.45 times). Based on our results, yarrow-loaded PCL nanofiber mats appeared to be multi-functional biomaterials suitable for the production of catheter-coating materials, patches, or gauzes with antibacterial and antioxidant properties.","","Ya","0.00","1552-4965","111","7"
"73","0","Reza Eftekhar Ashtiani, Alireza Hadi, Farzad Nouri, Saeide Rahimi, Ashkan Badkoobeh, Kamyar Abbasi, Mostafa Alam","The role of current herbal extracts in bone regeneration through dental implants: in vitro/in vivo/clinical studies","2023","Archives of medical science : AMS","","10.5114/aoms/153510","Journal Article","The quality and quantity of bone at the interface of an implant system are determining factors in the implant's stability. Alternative agents have been studied to augment implants and bone defects, including bone-conductive and bone-inducing agents. By modifying implant surface coatings on the nanoscale, one can enhance osseointegration by stimulating bone cell adhesion, bone matrix formation, and mineralization. Because alternative agents stimulate osteoblasts to mineralize and can control pectin structure, plant-derived silicone has been suggested as a potential candidate for surface nanocoatings on orthopedic and dental titanium implants. Inducing the differentiation of cells or accelerating bone regeneration is possible with the plant extract. Coating these extracts on implant devices can improve cell attachment, differentiation, and proliferation. This review article discusses the role of herbal materials in bone regeneration through dental implants.","","Ya","0.00","1734-1922","19","6"
"74","0","Nina Tomić, Tamara Matić, Nenad Filipović, Dragana Mitić Ćulafić, Aldo R Boccacccini, Magdalena M Stevanović","Synthesis and characterization of innovative resveratrol nanobelt-like particles and assessment of their bioactivity, antioxidative and antibacterial properties","2023","Journal of biomaterials applications","","10.1177/08853282231183109","Journal Article","Recently, many studies have shown various beneficial effects of polyphenol resveratrol (Res) on human health. The most important of these effects include cardioprotective, neuroprotective, anti-cancer, anti-inflammatory, osteoinductive, and anti-microbial effects. Resveratrol has cis and trans isoforms, with the trans isoform being more stable and biologically active. Despite the results of in vitro experiments, resveratrol has limited potential for application in vivo due to its poor water solubility, sensitivity to oxygen, light, and heat, rapid metabolism, and therefore low bioavailability. The possible solution to overcome these limitations could be the synthesis of resveratrol in nanoparticle form. Accordingly, in this study, we have developed a simple, green solvent/non-solvent physicochemical method to synthesize stable, uniform, carrier-free resveratrol nanobelt-like particles (ResNPs) for applications in tissue engineering. UV-visible spectroscopy (UV-Vis) was used to identify the trans isoform of ResNPs which remained stable for at least 63 days. The additional qualitative analysis was performed by Fourier transform infrared spectroscopy (FTIR), while X-ray diffraction (XRD) determined the monoclinic structure of resveratrol with a significant difference in the intensity of diffraction peaks between commercial and nano-belt form. The morphology of ResNPs was evaluated by optical microscopy and field-emission scanning electron microscope (FE-SEM) that revealed a uniform nanobelt-like structure with an individual thickness of less than 1 μm. Bioactivity was confirmed using Artemia salina in vivo toxicity assay, while 2,2-diphenyl-1-picrylhydrazylhydrate (DPPH) reduction assay showed the good antioxidative potential of concentrations of 100 μg/ml and lower. Microdilution assay on several reference strains and clinical isolates showed promising antibacterial potential on Staphylococci, with minimal inhibitory concentration (MIC) being 800 μg/ml. Bioactive glass-based scaffolds were coated with ResNPs and characterized to confirm coating potential. All of the above make these particles a promising bioactive, easy-to-handle component in various biomaterial formulations.","","Parsial","0.00","1530-8022","38","1"
"75","0","Shue Jin, Renli Yang, Chen Hu, Shiqi Xiao, Yi Zuo, Yi Man, Yubao Li, Jidong Li","Plant-Derived Polyphenol and LL-37 Peptide-Modified Nanofibrous Scaffolds for Promotion of Antibacterial Activity, Anti-Inflammation, and Type-H Vascularized Bone Regeneration","2023","ACS applied materials & interfaces","","10.1021/acsami.2c20776","Journal Article","The regeneration of oral tissues is a challenging clinical problem because of the complex microbial and biological stress environments. Electrospun fibrous scaffolds have attracted significant interest as effective barrier membranes for guided bone regeneration (GBR); however, no mature strategy yet exists for the surface modification of fibers to provide versatility to satisfy clinical requirements. This study demonstrated a practical biosafety strategy: the combined use of plant polyphenols and LL-37 peptides to modify the fiber surface to endow the fibrous scaffold with antimicrobial activity, immunoregulation, and vascularized bone regeneration. We confirmed that the LL-37 peptides interacted with tannic acid (TA) through noncovalent bonds through experiments and molecular docking simulation analysis. In vitro experiments showed that the TA coating imparted strong antibacterial properties to the fibrous scaffold, but it also caused cytotoxicity. The grafting of LL-37 peptide promoted the spreading, migration, and osteogenic differentiation of mesenchymal stem cells and was also conducive to the M2 polarization of RAW264.7 cells. In vivo experiments further verified that the LL-37 peptide-grafted fibrous scaffold significantly enhanced angiogenesis, anti-inflammatory effects, and type-H vascularized bone regeneration. Overall, the fibrous scaffold modified by the LL-37 peptide through TA grafting has significant potential for GBR applications.","","Ya","0.00","1944-8252","15","6"
"76","0","Miaomiao He, Hao Wang, Qiuyang Han, Xiuyuan Shi, Shuai He, Jiyu Sun, Zhuoli Zhu, Xueqi Gan, Yi Deng","Glucose-primed PEEK orthopedic implants for antibacterial therapy and safeguarding diabetic osseointegration","2023","Biomaterials","","10.1016/j.biomaterials.2023.122355","Journal Article","Diabetic infectious microenvironment (DIME) frequently leads to a critical failure of osseointegration by virtue of its main peculiarities including typical hyperglycemia and pathogenic infection around implants. To address the plaguing issue, we devise a glucose-primed orthopedic implant composed of polyetheretherketone (PEEK), Cu-chelated metal-polyphenol network (hauberk coating) and glucose oxidase (GOx) for boosting diabetic osseointegration. Upon DIME, GOx on implants sostenuto consumes glucose to generate H2O2, and Cu liberated from hauberk coating catalyzes the H2O2 to highly germicidal •OH, which massacres pathogenic bacteria through photo-augmented chemodynamic therapy. Intriguingly, the catalytic efficiency of the coating gets greatly improved with the turnover number (TON) of 0.284 s-1. Moreover, the engineered implants exhibit satisfactory cytocompatibility and facilitate osteogenicity due to the presence of Cu and osteopromotive polydopamine coating. RNA-seq analysis reveals that the implants enable to combat infections and suppress pro-inflammatory phenotype (M1). Besides, in vivo evaluations utilizing infected diabetic rat bone defect models at week 4 and 8 authenticate that the engineered implants considerably elevate osseointegration through pathogen elimination, inflammation dampening and osteogenesis promotion. Altogether, our present study puts forward a conceptually new tactic that arms orthopedic implants with glucose-primed antibacterial and osteogenic capacities for intractable diabetic osseointegration.","","Ya","0.00","1878-5905","303",""
"77","0","Jinkyu Lee, Seung Jae Huh, Ji Min Seok, Sangmin Lee, Hayeon Byun, Gyu Nam Jang, Eunhyung Kim, Se-Jeong Kim, Su A Park, Sung Min Kim, Heungsoo Shin","Surface engineering of 3D-printed scaffolds with minerals and a pro-angiogenic factor for vascularized bone regeneration","2022","Acta biomaterialia","","10.1016/j.actbio.2021.12.007","Journal Article","Scaffolds functionalized with biomolecules have been developed for bone regeneration but inducing the regeneration of complex structured bone with neovessels remains a challenge. For this study, we developed three-dimensional printed scaffolds with bioactive surfaces coated with minerals and platelet-derived growth factor. The minerals were homogeneously deposited on the surface of the scaffold using 0.01 M NaHCO3 with epigallocatechin gallate in simulated body fluid solution (M2). The M2 scaffold demonstrated enhanced mineral coating amount per scaffold with a greater compressive modulus than the others which used different concentration of NaHCO3. Then, we immobilized PDGF on the mineralized scaffold (M2/P), which enhanced the osteogenic differentiation of human adipose derived stem cells in vitro and promoted the secretion of pro-angiogenic factors. Cells cultured in M2/P showed remarkable ratio of osteocalcin- and osteopontin-positive nuclei, and M2/P-derived medium induced endothelial cells to form tubule structures. Finally, the implanted M2/P scaffolds onto mouse calvarial defects had regenerated bone in 80.8 ± 9.8% of the defect area with the arterioles were formed, after 8 weeks. In summary, our scaffold, which composed of minerals and pro-angiogenic growth factor, could be used therapeutically to improve the regeneration of bone with a highly vascularized structure. STATEMENT OF SIGNIFICANCE: Surface engineered scaffolds have been developed for bone regeneration but inducing the volumetric regeneration of bone with neovessels remains a challenge. In here, we developed 3D printed scaffolds with bioactive surfaces coated with bio-minerals and platelet-derived growth factors. We proved that the 0.01 M NaHCO3 with polyphenol in simulated body fluid solution enhanced the deposition of bio-minerals and even distribution on the surface of scaffold. The in vitro studies demonstrated that the attached cells on the bioactive surface showed the enhanced osteogenic differentiation and secretion of pro-angiogenic factors. Finally, the scaffold with bioactive surface not only improved the regenerated volume of bone tissues but also increased neovessel formation after in vivo implantation onto mouse calvarial defect.","","Parsial","0.00","1878-7568","140",""
"78","0","Xiangchun Zhang, Jian He, Liang Qiao, Ziqi Wang, Qinqin Zheng, Chengdong Xiong, Hui Yang, Kainan Li, Chengyin Lu, Sanqiang Li, Hongping Chen, Xulin Hu","3D printed PCLA scaffold with nano-hydroxyapatite coating doped green tea EGCG promotes bone growth and inhibits multidrug-resistant bacteria colonization","2022","Cell proliferation","","10.1111/cpr.13289","Journal Article","3D-printing scaffold with specifically customized and biomimetic structures gained significant recent attention in tissue engineering for the regeneration of damaged bone tissues. However, constructed scaffolds that simultaneously promote bone regeneration and in situ inhibit bacterial proliferation remains a great challenge. This study aimed to design a bone repair scaffold with in situ antibacterial functions. Herein, a general strategy is developed by using epigallocatechin-3-gallate (EGCG), a major green tea polyphenol, firmly anchored in the nano-hydroxyapatite (HA) and coating the 3D printed polymerization of caprolactone and lactide (PCLA) scaffold. Then, we evaluated the stability, mechanical properties, water absorption, biocompatibility, and in vitro antibacterial and osteocyte inductive ability of the scaffolds. The coated scaffold exhibit excellent activity in simultaneously stimulating osteogenic differentiation and in situ resisting methicillin-resistant Staphylococcus aureus colonization in a bone repair environment without antibiotics. Meanwhile, the prepared 3D scaffold has certain mechanical properties (39.3 ± 3.2 MPa), and the applied coating provides the scaffold with remarkable cell adhesion and osteogenic conductivity. This study demonstrates that EGCG self-assembled HA coating on PCLA surface could effectively enhance the scaffold's water absorption, osteogenic induction, and antibacterial properties in situ. It provides a new strategy to construct superior performance 3D printed scaffold to promote bone tissue regeneration and combat postoperative infection in situ.","","Parsial","0.00","1365-2184","55","10"
"79","0","Jaewon Jung, Yun Ju Choi, Su Jin Lee, Yu-Sang Choi, Bounleuane Douangdeuane, Onevilay Souliya, Suhui Jeong, Sohae Park, Dae Youn Hwang, Sungbaek Seo","Promoting Effects of Titanium Implants Coated with Dipterocarpus tuberculatus Extract on Osseointegration","2022","ACS biomaterials science & engineering","","10.1021/acsbiomaterials.1c01220","Journal Article","Titanium (Ti) is the most commonly used biomaterial for dental implants. When inserting Ti implants into jawbones, the main issue is the lack of strong bonding between the Ti implant and the host bone (osseointegration). Inspired by the outstanding adhesion performance of natural phenolic compounds on metal substrates and promoting effect for cell adhesion, we coated a natural plant extract, Dipterocarpus tuberculatus (MED), on Ti implants. We tested three groups of Ti plates and screw-shaped fixtures: nontreated Ti as commercially produced, ozone-treated Ti as commonly used surface modification for dental implants, and MED-coated Ti. Interestingly, the MED coating on the Ti plate preserved the surface wetting property for 20 days, whereas the hydrophilic wetting of ozone-treated Ti was readily transformed to hydrophobic within a day. Computerized tomography and histopathological analysis revealed that MED coating enhanced new bone tissue formation and regeneration. The gene expression level of integrin as a bone cell adhesion receptor and its downstream key regulators was significantly increased than that of ozone-treated Ti. Therefore, we suggest considering MED-mediated cell signaling pathways in screening natural products for cell adhesion and osseointegration, and MED as a suitable coating agent for improving Ti implantation.","","Ya","0.00","2373-9878","8","2"
