"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"185","0","Chao Liang, Yao Wang, Jun Li, Wei Geng","Evaluation of the effects of the small intestine submucosa biological membrane on guided bone regeneration and early loading of dental implants in the maxillary anterior region: A randomized controlled trial","2025","The Journal of prosthetic dentistry","","10.1016/j.prosdent.2025.02.030","Journal Article","Whether an early loading strategy can be applied to a single maxillary anterior implant with insufficient bone volume is debatable. Moreover, the clinical effect of using a small intestine submucosa (SIS) biological membrane in guided bone regeneration (GBR) surgery in such clinical scenarios is unclear. The purpose of this randomized controlled trial was to determine the effectiveness and safety of an early loading strategy for patients who have undergone dental implant placement and GBR surgery for a missing maxillary anterior tooth and to clarify the effects of SIS membranes. Thirty-six study participants were randomly assigned into 3 groups: the GBR with a resorbable non-crosslinked porcine collagen membrane (Bio-Gide) and delayed implant loading (Gide-DL) group, the GBR with a resorbable non-crosslinked porcine collagen membrane (Bio-Gide) and early implant loading (Gide-EL) group, and the GBR with an SIS membrane and early implant loading (SIS-EL) group. The degree of implant torque was ≥35 Ncm. Definitive restorations were completed 6 months after surgery in the Gide-DL group and 6 weeks after surgery in the Gide-EL and SIS-EL groups. Clinical examination, intraoral scanning, radiograph examination, and white and pink esthetic scoring was performed at the 1-year follow-up to evaluate the implant survival rate, peri-implant conditions, soft tissue contour changes, marginal bone resorption, and esthetics. Data with a normal distribution and homogeneous variance were analyzed via 1-way analysis of variance (ANOVA) and the least significant difference (LSD) multiple comparison test. Data without a normal distribution or homogeneous variance were analyzed via the Kruskal-Wallis H test and Bonferroni multiple comparison test (α=.05 for all tests). No implant failures or significant differences in the probing depth, plaque index, or bleeding index among the 3 groups were detected at the 1-year follow-up. There was no significant difference in the soft tissue contour change among the 3 groups. Only the changes at 1 mm apical to the crown-gingival connecting margin in the SIS-EL group were significantly lower than those in the Gide-EL and Gide-DL groups (P<.05). The marginal bone levels and white and pink esthetic scores were not significantly different among the 3 groups (P>.05). The early loading strategy is suitable for patients who have undergone dental implant placement and GBR for a missing maxillary anterior tooth with good primary stability, and favorable clinical effects can be achieved with the use of SIS membranes.","","Ya","0.00","1097-6841","",""
"186","0","Masako Fujioka-Kobayashi, Veronika Urbanova, Niklaus P Lang, Hiroki Katagiri, Nikola Saulacic","Combined use of deproteinized bovine bone mineral and α-tricalcium phosphate using gelatin carriers","2025","BMC oral health","","10.1186/s12903-025-05644-9","Journal Article","To study the effect on biomaterial degradation and bone formation of different ratios between α-tricalcium phosphate (α-TCP) and deproteinized bovine bone mineral (DBBM) using various gelatins as a carrier. Thirty-six critical-sized calvarial bone defects were randomly treated in 18 animals. Four biomaterials with different compositional relations of DBBM to α-TCP and granules to carrier were investigated: (1) 40 ± 10% DBBM/40 ± 10% α-TCP with 20 ± 10% gelatin type 1 in ratio 4:1 (B1/G1), (2) 20 ± 10% DBBM/60 ± 10% α-TCP with 20 ± 10% gelatin type 1 in ratio 4:1 (B2/G1), (3) 20 ± 10% DBBM/60 ± 10% α-TCP with 15 ± 10%/5 ± 5% gelatin type 2/ glycerine (B2/G2) and 4), 10 ± 10% DBBM/60 ± 10% α-TCP with 20 ± 10%/10 ± 10% gelatin type 2/ glycerine (B3/G2). As a positive control 50 ± 10% DBBM/50 ± 10% α-TCP without gelatin (PC, B1/G0) and as a negative control (NC) empty defects were chosen. All defects were covered with a collagen membrane. The samples were harvested 4 weeks post-surgically and examined by micro-CT and histomorphometric analysis. New bone formation was evident in all defects. The mineralized tissue volume was significantly higher in the four tested biomaterials than in the NC group, but lower compared to the PC group. Histomorphometry showed similar levels of bone formation in all groups, whereas only the PC group reached a significantly higher total augmentation area than that of the NC. The PC group showed significantly higher mineralized tissue density and residual material area compared to the B3/G2 group, and more residual DBBM than the four tested biomaterials. New bone formation was not significantly affected either by different DBBM:α-TCP compositional ratios nor the presence of various gelatin carriers. Similar levels of osteoconductivity indicates the presumptive use of combined products in alveolar ridge augmentation to support bone formation. Gelatin with or without glycerine may be considered for its use as a carrier to the biomaterials frequently applied in peri-implant surgery.","","Ya","0.00","1472-6831","25","1"
"187","0","Ramesh Chowdhary, Midhula V","Vertical Ridge Augmentation Using Deproteinized Bovine Bone Material Without Covering With a Membrane: A Tunnel Pouch Technique-4-Year Follow-up-A Pilot Clinical Study","2025","The Journal of oral implantology","","10.1563/aaid-joi-D-24-00131","Journal Article","The present pilot clinical trial was planned to evaluate the effect of particulate deproteinized bovine bone graft mixed with blood used as a vertical ridge augmentation material without covering with any form of collagen membrane in a tunnel pouch technique, resulting in sufficient bone formation to allow placement of dental implants with maintenance of the newly formed bone after final restoration. Eight patients (3 males and 5 females) were selected for this procedure and treated between February 2016 and December 2017. All these patients had a deficient vertical height of the posterior mandibular alveolar bone above the inferior alveolar canal. The particulate deproteinized organic bovine bone graft (Bio-Oss) mixed with blood was placed through the tunnel in the defected area and compacted firmly to form a dense pack. The average gain of alveolar bone in the first implant site immediately postoperative was 13.51 ± 0.85 and in the second implant site was 13.84 ± 0.62. Histomorphometric analysis showed that about 70.31% of the area analyzed was occupied by the vital bone, the newly formed bone, whereas only 29.69% of the residual graft remained. In the present pilot study, the deproteinized bovine bone graft placed to enhance vertical and horizontal bone gain showed positive results in regaining the bone needed to place implants and maintaining the bone around restored implants for 4 years of follow-up.","","Ya","0.00","1548-1336","51","1"
"188","0","Gerardo La Monaca, Nicola Pranno, Susanna Annibali, Antonella Polimeni, Maria Paola Cristalli","A 10-Year Follow-Up of Reconstructive Treatment of Peri-Implantitis Using Mineralized Dehydrated Allograft and Resorbable Membrane: A Retrospective Case Series","2025","Clinical oral implants research","","10.1111/clr.14385","Journal Article","To evaluate the 10-year clinical and radiographic outcomes of peri-implantitis intrabony defects treated with mineralized dehydrated bone allograft (MDBA) and resorbable membrane in patients undergoing a regular supportive peri-implant/periodontal therapy (STP). The original study participants were 34 (34 defects). After mechanical debridement and chemical decontamination of implant surfaces, intrabony defects were filled with MDBA and covered by a resorbable membrane. Patients were enrolled in a maintenance program with a recall interval of 6 months. The primary outcome was the absence of additional marginal peri-implant bone loss ≥ 1.0 mm after surgery. The composite outcome was no additional marginal peri-implant bone loss ≥ 1.0 mm and the absence of probing depth (PD) ≥ 5 mm, bleeding on probing and suppuration. Of the original 34 implants, 20 completed the 10-year follow-up, and three failed. Related to the primary outcome, the mean peri-implant marginal bone level changed from 4.78 mm (SD 1.84) at baseline to 3.10 mm (SD 1.73) after surgery and 3.71 mm (SD 1.78) at the follow-up end point. According to the composite outcome for disease resolution, 19 of the 34 original implants were successfully treated at the 10-year follow-up with a statistically significant difference between 1 (31/34 implants) and 5 years (20/34 implants) (p = 0.003) and 1 and 10 years (p = 0.001) but not between 5 and 10 years (p = 1.000). Ten years after the reconstructive treatment, followed by regular SPT, the cumulative successful treatment rate, according to the primary and the composite outcomes, was 58% (20/34 implants) and 53% (19/34) implants, respectively.","","Parsial","0.00","1600-0501","36","3"
"189","0","Amira Begić, Frank Schwarz, Karina Obreja, Iulia Dahmer, Julie Recktenwald, Puria Parvini, Ausra Ramanauskaite","Influence of Lateral Hard-Tissue Grafting on Peri-Implant Health or Disease: A Cross-Sectional Study","2025","Clinical implant dentistry and related research","","10.1111/cid.13414","Journal Article","To investigate the influence of lateral hard-tissue grafting performed simultaneously to implant placement on peri-implant health or disease. A total of 299 patients exhibiting 897 implants placed either simultaneously with lateral bone grafting using a bovine bone mineral with or without adjunctive native collagen membrane (n = 131/269 patients/implants; LatGr group) or at pristine bone sites without lateral bone grafting (n = 168/628 patients/implants; NoGr group) were enrolled in this cross-sectional analysis. Clinical outcomes (i.e., modified plaque index (mPI), bleeding on probing (BOP), probing depth (PD), mucosal recession (MR)), keratinized mucosa (KM), and the frequency of peri-implant disease were evaluated. Univariate and multiple ordinal regression analyses with mixed effects were conducted to identify factors associated with peri-implant disease. After a mean follow-up period of 59.47 ± 24.66 months, mPI, BOP, and KM values were significantly higher in the control group, whereas no difference between the groups was found for PD and MR. Peri-implantitis was diagnosed in 31.30% of patients and 13.4% of implants in the LatGr group, and in 32.74% of patients and 24.8% of implants in the NoGr group. The corresponding values for peri-implant mucositis at the patient and implant level in the LatGr and NoGr groups were 29.77% and 29.0%, and 26.19% and 28.5%, respectively. Implants of the LatGr group were associated with a significantly lower chance to be affected by peri-implant disease (OR = 0.69, 95%-CI: (-0.72, -0.03), p = 0.032). The presence of plaque at implant sites and smoking significantly correlated with peri-implant disease (OR = 2.92, 95%-CI: (2.11, 4.03), p < 0.001 and OR = 0.22; 95%-CI: (0.06, 0.84), p = 0.027, respectively). Lateral hard-tissue grafting performed simultaneously with implant placement demonstrated comparable peri-implant tissue health to pristine bone sites without lateral bone grafting.","","Ya","0.00","1708-8208","27","1"
"190","0","Istvan A Urban, Matteo Serroni, Debora R Dias, Zoltán Baráth, Andras Forster, Tiago G Araújo, Muhammad H A Saleh, Alessandro Cucchi, Andrea Ravidà","Impact of Collagen Membrane in Vertical Ridge Augmentation Using Ti-Reinforced PTFE Mesh: A Randomised Controlled Trial","2025","Journal of clinical periodontology","","10.1111/jcpe.14129","Journal Article","This non-inferiority randomised clinical trial aimed to compare vertical bone gain (VBG), volumetric bone changes and incidence of complications after vertical ridge augmentation (VRA) using perforated titanium-reinforced dense-polytetrafluoroethylene (PTFE) mesh covered by a collagen membrane (CM) or used alone. Thirty patients with vertical bone defects were randomly assigned to receive VRA with either PTFE + CM or PTFE alone. Meshes were removed after 9 months. Clinical assessments included complication rates, pseudo-periosteum type and bone density. VBG, effective regeneration rate and the need for additional augmentation were evaluated using CBCT reconstructions. Non-inferiority of PTFE alone compared with PTFE + CM was not demonstrated for absolute and relative VBG (4.5 ± 2.1 mm vs. 4.1 ± 2.7 mm, 79.2% ± 16.6% vs. 85.8% ± 10.6%, respectively), effective regeneration rates (69.3% ± 17.9% vs. 72.3% ± 16.4%, respectively) or complication rates (6.7% in both groups). A higher incidence of type 1 pseudo-periosteum was observed in the PTFE + CM group. The non-inferiority of PTFE alone compared with PTFE + CM for absolute VBG was not established. However, both techniques led to comparable outcomes for VBG, complication rates and bone density. The higher incidence of type 1 pseudo-periosteum and lacking bone volume in the PTFE + CM group suggests that adding a collagen membrane may help prevent soft tissue ingrowth. Clinicaltrials.gov identification number: NCT04843488.","","Ya","0.00","1600-051X","52","4"
"191","0","Lorena Gallego, Kimberly Harvey, Marta Pevida, Luis García-Consuegra, Olivia García-Suárez, Álvaro Meana, María Alvarez-Viejo, Luis Junquera","From Waste to Innovation: A Circular Economy Approach for Tissue Engineering by Transforming Human Bone Waste into Novel Collagen Membranes","2025","Biomolecules","","10.3390/biom15010132","Journal Article","The aim of the circular economy is to treat waste as a valuable raw material, reintegrating it into the industrial economy and extending the lifecycle of subsequent products. Efforts to reduce the production of hard-to-recycle waste are becoming increasingly important to manufacturers, not only of consumer goods but also of specialized items that are difficult to manufacture, such as medical supplies, which have now become a priority for the European Union. The purpose of the study is to manufacture a novel human-purified type I collagen membrane from bone remnants typically discarded during the processing of cortico-cancellous bones in tissue banks and to evaluate its mechanical properties and effectiveness in regenerating bone-critical mandibular defects in rabbits. To prepare the novel membrane, cortico-cancellous bone chip samples from a local tissue bank were processed to isolate collagen by demineralization under agitation in HCl, cast into a silicone mold, and air-dried at room temperature and UV irradiation. The average thickness of the four batches analyzed by SEM was 37.3 μm. The average value of Young's modulus and tensile strength obtained from the specimens was 2.56 GPa and 65.43 Mpa, respectively. The membrane's efficacy was tested by creating a critical bicortical and bilateral osteoperiosteal defect in rabbit mandibles. The right-side defects were covered with the collagen membrane, while the left-side defects were left untreated as a control. Nine weeks post-surgery, clinical, radiological, and histological analyses demonstrated new bone formation in the treated areas, whereas the control sites showed no bone regeneration. This innovative approach not only contributes to sustainability in healthcare by optimizing biological waste but also exemplifies efficient resource use in line with the circular economy, offering a cost-effective, biocompatible option that could benefit national health systems.","","Ya","0.00","2218-273X","15","1"
"192","0","Yiwei Wang, Fuhua Yan, Lili Chen, Lei Zhao, Mo Liu, Shaohua Ge, Chia-Yu Chen, David M Kim, Rong Shu","Crosslinked Versus Non-Crosslinked Resorbable Collagen Membranes for Periodontal Regeneration: A Multicenter, Randomized, Double-Blind, Non-Inferiority Clinical Trial","2025","Journal of periodontal research","","10.1111/jre.13382","Journal Article","This study aimed to evaluate and compare the results of combination therapy involving bone grafting and two different resorbable collagen membranes in 1-, 2- and 3-wall infrabony defects. A total of 174 patients with infrabony defects (≥ 7 mm periodontal probing depth) were randomized to receive deproteinized bovine bone mineral (DBBM) with either a native porcine non-crosslinked collagen membrane (N-CM, control, n = 87) or a novel porcine crosslinked collagen membrane (C-CM, test, n = 87). Clinical parameters, including periodontal probing depth (PPD), clinical attachment level (CAL), and gingival recession (GR), were recorded at baseline, 12 weeks, and 24 weeks. Radiographic evaluations measured linear bone gain (LBG) and percentage of bone fill (%BF) at baseline and 24 weeks. Generalized Estimating Equations (GEE) were used to identify predictors of clinical outcomes. The primary outcome was the total effectiveness rate based on a composite outcome score integrating clinical and radiographic parameters at 24 weeks. One hundred seventy three patients completed the study. At 24 weeks, mean improvements in PPD were 4.17 ± 1.48 mm and 4.16 ± 0.97 mm for the control and test groups, respectively, while CAL gains were 3.69 ± 1.32 mm and 3.60 ± 1.81 mm. Radiographic linear bone gain was 3.12 ± 2.19 mm in the control group and 3.00 ± 1.92 mm in the test group. Subgroup analysis showed trends favoring the test group for PPD (p = 0.046) and CAL (p = 0.042) improvements in 1-wall defects. The total effectiveness rate was 96.55% in the control group and 95.35% in the test group, with a difference of -1.2% (95% CI: -5.88% to 3.47%). Among those with effective results, the test group had a higher proportion achieving significantly effective outcomes compared to the control group (96.5% vs. 86.2%, p = 0.032). Regression analysis identified treatment group, defect morphology, and baseline defect depth as significant predictors of PPD and CAL outcomes. The novel porcine crosslinked collagen membrane demonstrated non-inferiority to the native non-crosslinked membrane in periodontal regeneration. Regression analysis highlighted defect morphology and baseline defect depth as key predictors of outcomes, while subgroup analysis suggested potential advantages of the C-CM in challenging defect morphologies, such as 1-wall defects. These findings provide valuable insights into clinical decision-making. However, the findings are limited by the short-term nature of the study (24 weeks), and further long-term investigations are needed to confirm these preliminary results and assess their clinical relevance. ClinicalTrials.gov identifier: NCT04851847.","","Ya","0.00","1600-0765","60","11"
"193","0","Yuqing Mu, Zhibin Du, Wendong Gao, Ze He, Lan Xiao, Yinghong Zhou, Imaan Ahmed, Huan Dai, Ming Liu, Jiaying Liu, Xin Wang, Sheng Yu, Yin Xiao","Osteoimmunometabolic modulation via hydrogen-self-supplying magnesium-reinforced collagen membrane for enhanced guided bone regeneration","2025","Biomaterials","","10.1016/j.biomaterials.2025.123928","Journal Article","Localized delivery of molecular hydrogen (H2) in bone tissue engineering remains largely unexplored, despite its potent antioxidative and anti-inflammatory properties. In this study, we present a multifunctional collagen membrane reinforced with micro-magnesium wires coated with metal-phenolic networks (Col-MMW), designed for guided bone regeneration (GBR). The embedded magnesium wires provide mechanical reinforcement, enhancing the membrane's structural integrity and space-maintaining capability during early healing. Concurrently, magnesium degradation enables sustained, site-specific release of H2 and magnesium ions (Mg2+), offering a synergistic strategy to modulate the osteoimmune environment. Col-MMW attenuates intracellular reactive oxygen species (ROS) and reprograms cellular metabolism from glycolysis toward oxidative phosphorylation, thereby activating the nuclear factor erythroid 2-related factor 2 (NRF-2)-mediated redox balance pathway and suppressing nuclear factor kappa B (NF-κB) pathway-driven inflammation. This osteoimmunometabolic reprogramming leads to a significant reduction in inflammatory responses. In vivo studies, including rat subcutaneous implantation and calvarial defect models, demonstrated that the immunoregulatory effects of Col-MMW significantly promoted osteogenesis. By integrating mechanical reinforcement with localized metabolic and immune modulation, Col-MMW redefines the design paradigm of GBR membranes. These findings highlight Col-MMW as a next-generation biomaterial that combines structural integrity with targeted osteoimmunomodulation, addressing the unmet need for intelligent biomaterials for bone repair.","","Ya","0.00","1878-5905","329",""
"194","0","Su-Young Kim, Ji-Hyeon Oh, Min-Ho Hong, Joon Ha Lee, You-Young Jo, Seong-Gon Kim","L-Serine-Incorporated Collagen Scaffolds for Modulating In Vivo Degradation Behavior","2025","Journal of functional biomaterials","","10.3390/jfb16120466","Journal Article","Collagen-based biomaterials are widely used, but their relatively rapid biodegradation can limit functional duration. Such collagen constructs are widely used as barrier membranes in guided tissue and bone regeneration, where controlled degradation is essential for maintaining function. Although conventional crosslinking methods extend stability, they may introduce cytotoxicity, alter mechanical behavior, or hinder tissue integration. This study evaluated whether incorporating L-serine, a polar amino acid capable of hydrogen bonding, could modulate collagen structure and slow degradation without chemical crosslinking. L-Serine was selected because its hydroxyl-containing side chain can engage in biocompatible, hydrogen-bond-mediated interactions that offer a mild, non-crosslinking means of stabilizing collagen. Collagen scaffolds, prepared by incorporating L-serine into a collagen hydrogel followed by drying, were produced with 0-40 wt% L-serine and characterized using X-ray diffraction, Fourier-transform infrared spectroscopy, circular dichroism, and scanning electron microscopy. In vivo degradation was assessed in a subcutaneous mouse model comparing unmodified collagen, collagen containing 40 wt% L-serine, and a commercially available bilayer porcine collagen membrane (Bio-Gide®, composed of type I and III collagen), with residual area quantified by serial sonography and histological evaluation. Low-to-moderate L-serine incorporation preserved triple-helical features, while 40 wt% led to crystalline domain formation and β-sheet enrichment. L-serine-treated collagen exhibited significantly greater residual area (2.70 ± 1.45 mm2) than unmodified collagen (0.37 ± 0.22 mm2, p < 0.05), although Bio-Gide® remained the most persistent (5.64 ± 2.76 mm2). These findings demonstrate that L-serine incorporation can modulate collagen structure and degradation kinetics through a simple, aqueous, and non-crosslinking approach. The results provide preliminary feasibility data supporting amino acid-assisted tuning of collagen resorption properties and justify further evaluation using membrane-specific fabrication and application-relevant testing.","","Ya","0.00","2079-4983","16","12"
"195","0","André Antonio Pelegrine, Carolina Mannina, Ícaro Tiago Moraes da Silva, Sérgio Aguiar de Lima, Alexandre Tedesco, Paulla Ribeiro, Regina Sanglard de Souza, Antonio Carlos Aloise, Marcelo Lucchesi Teixeira, Peter Karyen Moy","A Novel Surgical Technique for Maxillary Alveolar Sealing: Use of a Tunneled Pedicled Connective Tissue Flap in Ridge Preservation Procedures","2025","The Journal of oral implantology","","10.1563/aaid-joi-D-24-00239","Journal Article","This case report illustrates the use of a novel design for a tunneled connective tissue pedicled flap in socket sealing for guided bone regeneration procedures, specifically in the management of compromised sockets. The purpose of this flap is to optimize soft tissue healing and esthetics in these situations, permitting primary closure without buccal flap advancement. Initially, after creating the surgical access with a sulcular and a mesial releasing incision, extraction of the fractured tooth and immediate implant placement were performed. A xenograft and collagen membrane were then placed. Subsequently, a tunnel pedicled connective tissue flap was created on the palate and rotated to the buccal, covering the collagen membrane. This approach avoided the need for an additional distal releasing incision, which may compromise a source of blood supply, thereby decreasing tissue nutrition and potentially resulting in loss of vestibular depth. The tunnel allowed for positioning the pedicled connective graft submucosally, maintaining access to the blood supply via the base. The healing of the soft tissues was uneventful with adequate vascularization and rapid epithelialization. After 3 months, reentry was performed using a circular scalpel, and an implant-supported provisional prosthesis was delivered. After 30 days of tissue conditioning, a ceramic crown was placed over the osseointegrated implant, resulting in a satisfactory esthetic outcome. The new flap design, called the tunneled pedicled connective tissue flap, proved effective for alveolar soft tissue sealing, providing adequate nutrition in guided bone regeneration procedures for compromised sockets. Prospective clinical studies with longer follow-up periods are needed to understand better the potential use of this new flap design for alveolar socket sealing and alveolar ridge preservation procedures on a routine basis.","","Ya","0.00","1548-1336","51","6"
"196","0","Sinem Yeniyol, Gülfem Özlü Uçan","Short-term retrospective analysis of radiographic evaluation of graft height changes after maxillary sinus floor augmentation with xenograft and simultaneous dental implant placement: a two-dimensional radiographic study","2025","BMC oral health","","10.1186/s12903-025-07356-6","Journal Article","Progressive sinus pneumatization, stable sinus graft height and shrinkage of the graft material after maxillary sinus augmentation represent limitations for clinical practice. Seventy-eight maxillary sinus floor augmentations and 83 dental implant positions were performed on 60 patients. The lateral window approach was used for maxillary sinus floor augmentation. A collagenated porcine bone xenograft (OsteoBiol® Gen-Os®, Tecnoss®, Giaveno, Italy) and a collagen membrane (OsteoBiol® Evolution, Tecnoss®, Giaveno, Italy) were used as grafting materials. Vertical bone gain was analyzed immediately after surgery (T1) and after 4 months (T2) via panoramic radiographic measurements with respect to residual bone height (T0), which was measured preoperatively. Graft height changes were evaluated with respect to implant location, diameter, length, brand and sinus graft width. The mean vertical bone gain per implant following simultaneous maxillary sinus augmentation at sites with a residual bone height of less than 4 mm (11.14 ± 1.87 mm) was the highest among all groups (p < 0.001) at the time of baseline surgery. The mean vertical bone gain at the grafted sinus height was significantly lower at 4 months (13.78 ± 1.24 mm) than at baseline (14.58 ± 1.31 mm) (p < 0.001). Four months after baseline surgery, a statistically significant decrease of 5.49% in the change in graft height was associated with graft contraction (p < 0.001). When the mean graft height changes were compared according to the implant location, diameter, length, brand and sinus graft width, no statistically significant differences were observed (p > 0.05). Within the limits of this retrospective study, collagenated porcine bone xenografts can be used successfully as a sinus augmentation material with simultaneous implant positioning and may contribute to improved graft shrinkage in the short term.","","Ya","0.00","1472-6831","25","1"
"197","0","Ingvild Nysæther, Håvard Jostein Haugen, Thaqif El Khassawna, Reem Jamous, Shoresh Afnan, Marco Santacroce, Linda Z Arvidsson, Torben Hildebrand, S Petter Lyngstadaas, Jan Eirik Ellingsen","Clinical Performance of Ultra-Porous TiO2 Scaffold as Bone Graft Substitute in Human Alveolar Ridge Preservation-A Feasibility Study","2025","Clinical oral implants research","","10.1111/clr.70074","Journal Article","This study evaluates the safety and osteoconductive potential of a ceramic TiO2 scaffold in human alveolar bone, hypothesising that placement in human extraction sockets is safe, supports bone ingrowth and preserves ridge dimensions. Nine subjects requiring the extraction of ≥ 1 premolar or molar tooth were enrolled. Full-thickness mucoperiosteal flaps were elevated. Following tooth extraction, porous ceramic TiO2 scaffolds were adjusted chair-side, placed into the extraction socket and covered by a resorbable collagen membrane. After 6 months of healing, before dental implant placement, a biopsy was performed at the site where the scaffold had been placed. Histomorphometric and micro-CT analyses were made. CBCT images were made at baseline and at 6 months to assess alveolar ridge dimensional changes. Implants placed in regenerated bone were followed for 21 months. Scaffold customisation with chairside adjustment was straightforward. No serious adverse events were observed during the 6 months following scaffold implantation. One scaffold was removed due to an early exposure, while the remaining 9 scaffolds successfully integrated. Two sites presented with minor soft tissue dehiscences at 1-2 weeks, which healed spontaneously. Micro-CT and histology confirmed new bone formation. Soft tissue healing was favourable, with no adverse reactions. Dimensional analysis revealed minimal changes in alveolar ridge width and height, indicating effective preservation of volume. This clinical study confirms that TiO2 scaffolds are a safe and effective option for promoting bone regrowth and preserving volume in human alveolar bone, thereby facilitating bone formation and maintaining ridge dimensions post-extraction. This trial was registered at ClinicalTrials.gov (NCT06269497) on 1 December 2022.","","Ya","0.00","1600-0501","",""
"198","0","Anahat Khehra, Joseph Montesano, Lorenzo Tavelli, Chia-Yu Chen, David M Kim","Outcomes of alveolar ridge preservation using a collagenated bovine bone xenograft: A randomized controlled trial","2025","Journal of periodontology","","10.1002/jper.70036","Journal Article","Conventional bone augmentation for dental implants typically involves particulate grafting materials, with the addition of barrier membranes, to preserve ridge dimensions. This study compares the changes in horizontal ridge width in patients undergoing alveolar ridge preservation (ARP) with a collagenated bovine bone xenograft (BG), with and without a non-crosslinked collagen membrane (MEM). A 6-month randomized clinical trial was conducted with 20 participants requiring ARP after tooth extraction. Participants were randomly assigned to two groups: Group 1, which received BG alone, and Group 2, which received BG + MEM. Both groups were allowed to heal by secondary intention. The outcomes of interest included clinical, radiographic, and ultrasonographic changes in hard and soft tissues and histologic and histomorphometric evidence of new bone formation. All enrolled participants completed the study, with a mean age of 54.25 ± 17.08 years, including 17 premolars, 1 canine, and 2 incisors. The baseline buccal bone thickness was similar between the groups (group 1: 1.02 ± 0.44 mm; group 2: 0.93 ± 0.45 mm; p = 0.662). At 6 months, no significant differences were observed between the groups for keratinized tissue width (group 1: 4.80 ± 1.48 mm; group 2: 4.80 ± 1.14 mm; p = 0.999), gingival thickness (group 1: 1.22 ± 0.25 mm; group 2: 1.20 ± 0.35 mm; p = 0.650), horizontal bone width at 3 mm from the crest (group 1: 9.02 ± 2.09 mm; group 2: 8.41 ± 1.45 mm; p = 0.464), and change in vertical bone at the buccal aspect (group 1: ∆ -0.78 ± 0.59 mm; group 2: ∆ -1.31 ± 1.20 mm; p = 0.244). Ultrasound evaluations were consistent with clinical measurements. Histologic analysis showed similar new bone formation between groups (group 1: 25.80% ± 15.48%; group 2: 27.89% ± 18.21%; p = 0.803). The collagenated bone graft alone yielded comparable outcomes to its combination with a collagen membrane in areas with thick buccal bone, simplifying the treatment process by reducing costs, time, and the need for additional materials. This study compared two methods for socket preservation after tooth extraction: one with a bone graft plug alone, and the other with the bone graft plug plus a collagen membrane. Twenty study participants were followed for 6 months after treatment. The hard and soft tissue changes were assessed by clinical, radiographic, ultrasound, and biopsy analyses. Both treatments demonstrated positive results, including stable ridge height and width, new bone formation, and healthy soft tissue healing. The results showed that using only the plug was just as effective as using the plug with the membrane in promoting bone regeneration. This simple approach reduces the need for additional materials, saving time and costs while achieving similar outcomes.","","Ya","0.00","1943-3670","",""
