"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"85","7","H. Shakeri","Design and manufacture of propolis loaded multilayer nanofibrous mucoadhesive patch for the treatment of oral mucosal lesions","2025","Journal of Drug Delivery Science and Technology","","10.1016/j.jddst.2025.106630","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85215400480&origin=inward","Parsial","7.00","1773-2247","105",""
"86","7","W. Zhang","A multifunctional gingival retraction cord with antibacterial and hemostasis properties based on Chitosan/Propolis/Tranexamic acid for dental treatment","2024","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2024.134237","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199953572&origin=inward","Ya","3.50","0141-8130","277",""
"87","7","A. Vaseghi","3D Printing of Biocompatible and Antibacterial Silica-Silk-Chitosan-Based Hybrid Aerogel Scaffolds Loaded with Propolis","2024","ACS Applied Bio Materials","","10.1021/acsabm.4c00697","Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205947842&origin=inward","Ya","3.50","2576-6422","7","12"
"88","7","X. Ding","The effects of propolis-loaded chitosan nanoparticles and menstrual blood stem cells on LPS-induced ovarian inflammation in the murine ovary in vivo: An in vitro and in vivo study","2024","Reproductive Toxicology","","10.1016/j.reprotox.2023.108514","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179088658&origin=inward","Parsial","3.50","0890-6238","123",""
"89","7","A. Bal-Öztürk","Propolis-loaded photocurable methacrylated pullulan films: Evaluation of mechanical, antibacterial, biocompatibility, wound healing and pro-angiogenic abilities","2024","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2024.137071","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208039354&origin=inward","Ya","3.50","0141-8130","282",""
"90","7","P.H.S. Cesar","Development and characterization of a poly (vinyl alcohol) and sodium alginate blend foam for wound dressing loaded with propolis and all-trans retinoic acid","2021","Journal of Applied Polymer Science","","10.1002/app.50480","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100036830&origin=inward","Parsial","1.40","0021-8995","138","21"
"91","6","F.P. Hajipour","Electrospun scaffold with bioactive polyurethane shell infused with propolis and starch-hyaluronic acid core: An advanced therapeutic platform for skin tissue engineering","2025","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2024.138745","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212328078&origin=inward","Ya","6.00","0141-8130","288",""
"92","6","J.A. Aldana-Mejía","Bioactive metabolites of Brazilian Red Propolis: Cytotoxic, antimalarial, and antimicrobial properties","2025","Fitoterapia","","10.1016/j.fitote.2024.106351","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213274314&origin=inward","Ya","6.00","0367-326X","181",""
"93","6","A.S. Ayad","Algerian Propolis from Distinct Geographical Locations: Chemical Profiles, Antioxidant Capacity, Cytotoxicity and Inhibition of 5-Lipoxygenase Product Biosynthesis","2024","Chemistry and Biodiversity","","10.1002/cbdv.202301758","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183145822&origin=inward","Ya","3.00","1612-1872","21","4"
"94","6","B. Nazemi Salman","Comparison of cytotoxic and apoptosis-inducing effects of MTA, propolis, and propolis-MTA on immature dental pulp stem cells","2023","European Archives of Paediatric Dentistry","","10.1007/s40368-023-00849-4","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175373025&origin=inward","Parsial","2.00","1818-6300","24","6"
"95","6","R. Mohamadinooripoor","Poly-ε-Caprolactone/Propolis Electrospun Yarns as Suture","2023","Fibers and Polymers","","10.1007/s12221-023-00257-x","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164188763&origin=inward","Parsial","2.00","1229-9197","24","8"
"96","5","F.S.S. Deniz","Evaluation of the Anti-Aging Properties of Ethanolic Extracts from Selected Plant Species and Propolis by Enzyme Inhibition Assays and 2D/3D Cell Culture Methods","2025","Pharmaceuticals","","10.3390/ph18030439","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000847198&origin=inward","Ya","5.00","1424-8247","18","3"
"97","5","M. Elsamman","Development of propolis, hyaluronic acid, and vitamin K nano-emulsion for the treatment of second-degree burns in albino rats","2024","BMC Complementary Medicine and Therapies","","10.1186/s12906-024-04377-6","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185264224&origin=inward","Parsial","2.50","2662-7671","24","1"
"98","5","N. Yaman Turan","Comparing the antimicrobial properties of propolis and silver particle-doped cotton fabric","2024","Cellulose","","10.1007/s10570-024-05790-3","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186203076&origin=inward","Ya","2.50","0969-0239","31","5"
"99","5","K.M. Alshehri","Galloyl-oligochitosan nano-vehicles for effective and controlled propolis delivery targeting upgrading its antioxidant and antiproliferative potential","2024","International Journal of Biological Macromolecules","","10.1016/j.ijbiomac.2024.132283","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193572479&origin=inward","Ya","2.50","0141-8130","270",""
"100","5","T. Rodrigues Esperandim","Toxicological and chemoprevention studies of Brazilian brown propolis from Araucaria sp","2023","Journal of Toxicology and Environmental Health Part A Current Issues","","10.1080/15287394.2023.2243976","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168272243&origin=inward","Parsial","1.67","1528-7394","86","21"
"101","5","F.B. Borghi-Pangoni","Thermosensitive gel based on cellulose derivative for topical delivery of propolis in acne treatment","2022","Pharmaceutical Development and Technology","","10.1080/10837450.2022.2080221","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131200406&origin=inward","Parsial","1.25","1083-7450","27","4"
"102","4","G.E. Dawwam","Bacterial cellulose doped with ZnO as a multifunctional bioactive platform for curcumin and propolis immobilization: synthesis, characterization, and wound healing potential","2025","Microbial Cell Factories","","10.1186/s12934-025-02826-6","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014603721&origin=inward","Ya","4.00","1475-2859","24","1"
"103","4","N.A. Jusril","Chemical composition and pharmacological aspects of Malaysian stingless bee propolis: An up-to-date systematic review","2025","Biomedical Reports","","10.3892/br.2024.1887","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85218266067&origin=inward","Parsial","4.00","2049-9434","22","1"
"104","4","M. Cora","Antioxidant, antimicrobial, antiviral, and antiproliferative properties of Turkish propolis sample","2025","European Food Research and Technology","","10.1007/s00217-024-04618-5","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211462849&origin=inward","Ya","4.00","1438-2377","251","1"
"105","4","M.B. Santiago","The Antibacterial Potential of Brazilian Red Propolis against the Formation and Eradication of Biofilm of Helicobacter pylori","2024","Antibiotics","","10.3390/antibiotics13080719","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202633506&origin=inward","Ya","2.00","2079-6382","13","8"
"106","4","S. Sankaran","Deciphering the multi-functional role of Indian propolis for the management of Alzheimer’s disease by integrating LC–MS/MS, network pharmacology, molecular docking, and in-vitro studies","2024","Molecular Diversity","","10.1007/s11030-024-10818-8","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187147300&origin=inward","Parsial","2.00","1381-1991","28","6"
"107","4","M.R. Mungroo","Anti-Naegleria fowleri and Anti-Balamuthia mandrillaris Activities of Propolis","2022","Natural Products Journal","","10.2174/2210315512666220114103359","Article","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134016858&origin=inward","Parsial","1.00","2210-3155","12","6"
"108","0","July Alexandra Hernandez-Lopez, Brandhon Francisco Flores-Ibarra, Eduart Gutierrez-Pineda, Sergio E Moya, Guillermo Salamanca Grosso, Cristian C Villa","Characterization of propolis extracts from the Tolima region in Colombia: a study of their composition, antimicrobial activity, and cytotoxicity","2026","Journal of the science of food and agriculture","","10.1002/jsfa.70223","Journal Article","Propolis is a complex resinous material collected by bees from plant sources and known for its rich content in bioactive phenolic compounds, including flavonoids and aromatic acids. Its chemical composition and biological activity are highly influenced by the botanical and environmental conditions surrounding the beehives. In Colombia, limited studies have addressed the chemical diversity and therapeutic potential of propolis from regions with high altitudinal variation such as Tolima. In this study, three propolis ethanolic extracts (PrEE1, PrEE2, PrEE3) were obtained from hives located at different altitudes in Tolima, Colombia (1250, 1100, and 900 m above sea level (a.s.l.), respectively). Samples were analyzed for total phenolic content (TPC), total flavonoid content (TFC), antioxidant capacity (DPPH, ABTS, FRAP), antimicrobial activity (disk diffusion and minimum inhibitory concentration), and cytotoxicity in A549, WI-38 and NIH-3 T3 cell lines. Ultrahigh-performance liquid chromatography-mass spectrometry (UHPLC-MS) analysis revealed a distinct phytochemical profile for each extract. PrEE1 had the highest TPC (130.2 g GAE kg-1) and TFC (6.70 g QE kg-1), and strong antioxidant activity with DPPH scavenging of 89.2%. It also exhibited potent antimicrobial activity against Staphylococcus aureus and Candida albicans, and selective cytotoxicity toward A549 lung cancer cells. In contrast, PrEE3 had lower phenolic content but contained unique polyprenylated benzophenones. The results indicate that altitude significantly influences the chemical and biological properties of Colombian propolis. Propolis from higher altitudes, such as PrEE1, is a promising natural source of multifunctional bioactive compounds with antioxidant, antimicrobial, and anticancer potential for pharmaceutical and nutraceutical applications. © 2025 Society of Chemical Industry.","","Ya","0.00","1097-0010","106","2"
"109","0","D G Zoca, F G G Dia, D C Tavares, A T Jorge, J C Lovo, M R S Mela, M M Junqueira, P S S R Cavallari, W R Cunha, A H Januário, P M Pauletti, F F Santos, M F C Santos, M L A Silva","Green propolis extract for the treatment of alkali-induced superficial corneal ulcers: local and systemic analyses","2025","Brazilian journal of biology = Revista brasleira de biologia","","10.1590/1519-6984.287517","Journal Article","Green propolis, produced by honeybees from the resin of certain plants, has garnered attention for its potential health benefits. Green propolis contains compounds like artepillin C, which exhibits antioxidant, anti-inflammatory, and antimicrobial properties. This study's objective was to examine the effects of green propolis extract containing 21.05% artepillin C, topically administered (5, 10 and 15 mg/mL) in rats with induced superficial corneal ulcers with alkali, applied four times daily, for 96 hours. Rats treated with the green propolis extract exhibited of ulcer reduction more significant reduction after 24 hours of treatment than untreated animals, suggesting a similar healing activity of the commercial drug. After 96 hours of treatment, the rats were euthanized, and the corneas were submitted for histopathological analysis; no statistical difference was detected between rats treated with green propolis and those not treated in terms of polymorphonuclear and neovessel counts in the corneal stroma. In the toxicogenetic analysis, by the micronucleus test, no significant differences were observed in the frequencies of chromosomal damage and the ratio of polychromatic erythrocytes to the total number of erythrocytes between treated and untreated animals, revealing the absence of genotoxicity and cytotoxicity, respectively. The biochemical results did not indicate a hepatotoxic or nephrotoxic effect of the formulations containing green propolis. Like this, the standardized green propolis extract induced corneal epithelialization without toxic effects, rendering it a promising option for treating superficial keratitis.","","Ya","0.00","1678-4375","85",""
"110","0","Erica Tirzah S Lima, Victoria L S Santos, Wanessa J S Mota, Frederico S Martins, Ricardo L C de Albuquerque-Junior, André L S Santos, Simone S C Oliveira, Jéssica A de Lima, Adriana de Jesus Santos, Cochiran P Dos Santos, Sona Jain, Eliana B Souto, Juliana C Cardoso, Patrícia Severino","Green Propolis Extract-Mediated Synthesis of Biogenic Silver Nanoparticles: In Vitro Antileishmanial and Antibacterial Activities, Cytotoxicity and Ex Vivo Irritation Testing","2025","Chemistry & biodiversity","","10.1002/cbdv.202402348","Journal Article","This study describes the green synthesis, characterization, and biological evaluation of silver nanoparticles (AgNPs) obtained from green propolis (AgNPs-PRO). Before nanoparticles synthesis, a hydroethanolic green propolis extract (GPE) was obtained through ultrasound-assisted extraction and characterized by high-performance liquid chromatography, revealing the artepilin C as the most abundant phenolic compound in its composition, followed by 4,5-dicaffeoylquinic acid and drupanin. The analysis of synthesized AgNPs by UV-Vis spectroscopy showed a characteristic absorption band at 430 nm. Dynamic light scattering analysis revealed mean hydrodynamic particle sizes ranging from 88 to 115 nm, with a polydispersity index between 0.229 ± 0.006 and 0.365 ± 0.054. Fourier-transform infrared spectroscopy confirmed that functional groups present in GPE contribute to the reduction and stabilization of AgNPs. Differential scanning calorimetry and transmission electron microscopy confirmed that AgNPs were obtained. GPE showed leishmanicidal activity against promastigote forms of Leishmania amazonensis, with a half-maximal inhibitory concentration (IC50) of 11.87 µg/mL and a selectivity index (SI) of 12.52. Antibacterial activity of the AgNPs, assessed via the disk diffusion method, revealed inhibition zones against Escherichia coli (Gram-negative), Staphylococcus aureus (Gram-positive), and Candida albicans strains. The HET-CAM test indicated no signs of irritation, suggesting the biocompatibility of the developed AgNPs.","","Ya","0.00","1612-1880","22","9"
"111","0","Wen-Da Huang, Shu-Fen Peng, Nai-Wen Tsao, Sheng-Yang Wang, Shu-Ling Tzeng, Nien-Jen Hu","Taiwan Green Propolis Nanoparticles Induce Antiproliferation and Apoptosis in Oral Cancer Cells","2025","Biomedicines","","10.3390/biomedicines13040921","Journal Article","Introduction: Taiwan green propolis (TGP) is rich in prenylflavonoids and exhibits antioxidant, antibacterial, antiviral, and antitumour properties. It induces apoptosis in various cancer cells, making it a highly promising natural medicine. Although the health benefits and food applications of TGP are widely recognised, no study has explored its effects on Taiwan oral cancer cells (OECM1). This study investigated whether TGP induces apoptosis in OECM1 cells. Methods: High-performance liquid chromatography (HPLC), thin-layer chromatography, and liquid chromatography/mass spectrometry were used to identify the components in TGP and the fruit peel of Macaranga tanarius. The inhibitory activities of TGP dissolved in DMSO (TGPDMSO) and encapsulated in food-grade zein nanoparticles (TGPNP) against OECM1 cells were compared using MTT assays. The morphological changes, cell cycle analysis, and protein expression profiles of OECM1 cells after the TGP treatments were performed using microscopy, flow cytometry, and Western blot, respectively. Results: An MTT assay of TGPDMSO-treated OECM1 cells suggested an IC50 of 12.6 µg/mL, demonstrating that TGPDMSO exhibits significant cytotoxicity. Subsequent MTT assays revealed TGPNP's cytotoxicity against OECM1 with an IC50 of 11.6 µg/mL. Flow cytometry revealed that TGPNP induced a cell arrest in S phase and DNA fragmentation. Western blotting analyses manifested an increase in Bax and cl-Casp9 and a decrease in Bcl2 and PARP. Conclusion: This study demonstrated that both TGPDMSO and TGPNP treatments induced apoptosis in OECM1 cells with a comparable IC50. Notably, utilising edible zein as a nanoparticle carrier for TGP mitigates the cytotoxicity risk associated with DMSO, providing a novel and safe approach for cancer treatment.","","Ya","0.00","2227-9059","13","4"
"112","0","Washington Henrique Themoteo da Silva, Fernanda Rodrigues Guedes, Caio Luiz Lins-Candeiro, Camila Maura Morais Lima Dos Santos, Maria Anita Lemos Vasconcelos Ambrosio, Rodrigo Cassio Sola Veneziani, Jairo Kenupp Bastos, Mariana Brentini Santiago, Carlos Henrique Gomes Martins, Ana Paula Turrioni","Effect of Brazilian green and brown propolis on human pulp cells and bacteria involved in primary endodontic infection: Ex Vivo study","2025","Archives of oral biology","","10.1016/j.archoralbio.2025.106294","Journal Article","This study evaluated the antibacterial effects and impact of Brazilian green propolis (BGP) and brown propolis (BBP) on human dental pulp fibroblasts (HDPF). HDPF were seeded in 96-well plates (10,000 cells/well) and exposed to BGP (5, 10, 50 μg/mL), BBP (5, 10, 50 μg/mL), 0.5 % dimethyl sulfoxide, 0.018 % carbamide peroxide, 10 μg/mL tumor necrosis factor alpha (TNF-α), and Dulbecco's Modified Eagle Medium (control). Cell viability (methyl-thiazol-tetrazolium assay), reactive oxygen species (ROS, DCFH-DA probe), nitric oxide (NO; Griess reagent), and cell morphology (scanning electron microscopy) were analyzed. Wound healing was assessed at 0, 24, and 48 h. The minimum inhibitory concentration/minimum bactericidal concentration was determined. Dunn's rank-sum test (5 % significance) was used. BGP and BBP exhibited high cytocompatibility, maintained cell viability, and did not induce NO production (p > 0.05). ROS production in the TNF-α group differed considerably from that in the other groups. Regarding the antibacterial effect at concentrations ≤ 100 μg/mL, BGP was effective against P. micra, while BBP was effective against seven bacterial species. BGP and BBP demonstrated high cytocompatibility and absence of ROS and NO production, with BGP promoting greater HDPF stimulation and BBP exhibiting superior antibacterial activity.","","Ya","0.00","1879-1506","176",""
"113","0","Anna Kurek-Górecka, Małgorzata Kłósek, Radosław Balwierz, Grażyna Pietsz, Zenon P Czuba","The Immunomodulatory Effects of Apigenin and Quercetin on Cytokine Secretion by the Human Gingival Fibroblast Cell Line and Their Potential Link to Alzheimer's Disease","2025","Pharmaceuticals (Basel, Switzerland)","","10.3390/ph18050628","Journal Article","Background: The link between periodontal pathogens, inflammation, and neurodegenerative processes, including Alzheimer's disease (AD), is evident. Porphyromonas gingivalis and Treponema denticola release lipopolysaccharide (LPS), constituting a virulence factor that takes part in the brain inflammatory process. Human gingival fibroblasts (HGF-1) are a source of pro-inflammatory cytokines released during periodontal diseases. Propolis is a rich source of quercetin and apigenin, which exhibit anti-inflammatory and immunomodulatory activities, influencing the concentration of pro-inflammatory cytokines. Considering this aspect, models with stimulated HGF-1, followed by LPS and/or interferon-α (IFN-α), were used. Aim: This study was designed to evaluate the concentrations of selected cytokines produced by HGF-1, which may influence brain inflammation. The immunomodulatory effects of apigenin and quercetin were investigated by measuring the concentration of interleukin-1β (IL-1β), interleukin-6 (IL-6), interleukin-8 (IL-8), interleukin-15 (IL-15), and tumour necrosis factor (TNF-α). This study's novelty is based on insights into the immunomodulatory effects of selected flavonoids by correlating the secretion of pro-inflammatory cytokines by gingival fibroblasts during periodontal disease with inflammatory processes in the brain. The cytotoxicity of apigenin and quercetin was estimated using the MTT assay. Fibroblasts were stimulated with LPS at 200 ng/mL and/or IFN-α at 100 U/mL concentration, followed by incubation with apigenin (25-50 µg/mL) and quercetin (25-50 µg/mL). Cytokine concentrations were measured using the xMAP technology. Results: The most pronounced and statistically significant reduction in cytokine levels, particularly IL-6 and IL-15, was observed for quercetin in both concentrations (25 µg/mL and 50 µg/mL), especially following LPS stimulation. Apigenin in both analysed concentrations also significantly decreased the level of IL-6. These results suggest that quercetin and apigenin may indirectly act as potential immunomodulators in preventing brain inflammation by inhibiting the inflammatory process in periodontitis; however, this should be confirmed in further studies.","","Ya","0.00","1424-8247","18","5"
"114","0","Gert Jungbauer, Raphaela Lechner, Alexandra Stähli, Anton Sculean, Sigrun Eick","In-Vitro Effect of Manuka Honey / Propolis Toothpastes on Bacteria and Biofilm Associated with Caries and Gingivitis","2025","Oral health & preventive dentistry","","10.3290/j.ohpd.c_1910","Journal Article","To investigate the antibacterial and anti-biofilm effects of two Manuka honey toothpaste formulations containing propolis (Manuka prop) or fluoride (Manuka F), in comparison with the toothpaste base (TP con) and a commercial toothpaste (TP com), on oral bacteria and biofilm. The minimum inhibitory concentration (MIC) of the formulations and controls were tested against five oral bacterial species. Both the effect on a multispecies dental biofilm precultured for 3.5 days as well as the inhibition of de-novo biofilm formation up to 24 h were investigated. Test substances at concentrations of 20%, 10% and 5% were applied to preformed biofilm for 1 min. The reduction in colony-forming units (cfu), metabolic activity, and biofilm mass were determined. Similarly, the test substances were applied to surfaces for 30 min before bacteria and media were added. The reduction of a tetrazolium dye (MTT assay) was used to assess cytotoxicity on gingival fibroblasts. The MIC values of all toothpaste formulations including TP con were very low with the highest MIC of 0.04%. In precultured biofilms, both the number of colony forming units (cfu) and metabolic activity decreased following addition of any toothpaste. The greatest reductions of cfu were found after addition of 20% TP com (by about 6 log10) and after 20% Manuka prop (by about 2.3 log10). However, the biofilm mass was not reduced. Coating the surface with toothpaste formulation, the cfu in the newly formed biofilm decreased in a concentration-dependent manner, with TP com being most active. Both 20% of Manuka prop and Manuka F reduced the cfu counts more than the TP con at 24 h. The toothpaste formulations affected the viability of gingival fibroblasts in a concentration-dependent manner, with no differences observed among the formulations. The Manuka-honey containing toothpastes might be an alternative to toothpaste containing conventional chemical agents. Further research is needed to clinically examine the effect on caries and gingivitis prevention.","","Ya","0.00","1757-9996","23",""
"115","0","Derya Gül Gülpinar, Zübeyda Akın Polat, Ülfet Çetinkaya","Therapeutic Potential of Propolis and Royal Jelly in Encephalitozoon Intestinalis Infection: An in Vitro Study","2025","Acta parasitologica","","10.1007/s11686-024-00956-2","Journal Article","Encephalitozoon intestinalis is an obligate intracellular microsporidian fungus that causes severe gastrointestinal infections, particularly in immunocompromised individuals. Propolis (PROP), a resinous substance derived from bees, has antimicrobial, anti-inflammatory and antioxidant properties, while royal jelly (RJ) has immunomodulatory, antioxidant and antimicrobial activities. The aim of this study was to investigate the therapeutic potential of PROP and RJ against E. intestinalis. The phenolic composition of PROP was analysed by high-performance liquid chromatography with diode array detection, and the chemical components of RJ were evaluated according to ISO12824 standards. The cytotoxicity of PROP and RJ on HEK-293 cells was evaluated using the XTT assay. The three highest non-cytotoxic concentrations of each sample were tested for their effects on E. intestinalis spores by qRT-PCR. Trichrome-stained photomicrographs were used to assess spore density in HEK-293 cells treated with PROP and RJ. PROP analysis revealed flavonoids such as quercetin, kaempferol, pinocembrin and galangin, as well as phenolic acids such as caffeic and cinnamic acids, known for their bioactive properties. RJ contained mainly proteins, lipids, carbohydrates and sugars, reflecting its role as a nutritionally and biologically active substance. According to the results of this first study evaluating the effect of PROP and RJ on E. intestinalis, all concentrations evaluated in the study showed a significant inhibitory effect on the growth of E. intestinalis spores compared to the control group. In conclusion, we believe that PROP and RJ should be considered as an alternative option in the development of antimicrosporidial drugs due to their potential medicinal and pharmaceutical properties.","","Ya","0.00","1896-1851","70","1"
"116","0","I Vendruscolo, G H Berton, M T Biffi, P A Bressiani, A K G Oliveira, A P Berti, V M Concato-Lopes, W R Pavanelli, A P Simon, T L C Oldoni, F A R Santos, I A L Dalmolin, M H G Canteri, E Düsman","Antiproliferative effect of hydroalcoholic brown propolis extract on tumor and non-tumor cells","2025","Brazilian journal of biology = Revista brasleira de biologia","","10.1590/1519-6984.287297","Journal Article","Studies show that propolis has antimicrobial, antifungal, antiviral, anti-inflammatory, antioxidant, antitumor, and immunomodulatory properties, and may protect against diseases such as diabetes, cardiovascular disease, and cancer. We aimed to extract compounds of brown propolis with hydroalcoholic solvents and evaluate their cytotoxic activity on tumor and non-tumor cells by MTT test. We tested the solute:solvent ratio (ethanol:water) and extraction time in a Shaker incubator (710 rpm) before conducting a central composite rotational design (CCRD) to optimize time and solvent mixture. We found that a temperature of 80 °C and a solvent concentration of 90:10 were the best extraction conditions for phenolic compounds, especially pinocembrin and cinnamic acid. The extract showed antioxidant capacity, acid characteristics, low humidity, and the presence of ash, lipids, and soluble solids. The cytotoxicity test with normal kidney cells of Macaca mullata (LLC-MK2) and human lung tumor cells (A549) showed no statistical difference from the negative control. For liver tumor cells (HuH7.5), different concentrations showed cytotoxic/antiproliferative activity. Thus, the data indicate that this product deserves prominence in the search for new applications.","","Ya","0.00","1678-4375","84",""
"117","0","Elahe Tahmasebi, Alireza Yazdanian","The Effect of Collagen-Propolis-Eucalyptus Hydrogel in Wound Healing: An In Vivo Study (Rat Model)","2025","Veterinary medicine and science","","10.1002/vms3.70225","Journal Article","A skin injury could cause serious damage, as it is the outermost layer. Treatment can heal superficial injuries perfectly, but deep wounds can barely heal it. A wound not treated correctly can lead to severe health problems and even death. This study aims to investigate the role of collagen-propolis-eucalyptus hydrogel in wound healing in rats. Collagen solution was prepared, and then the extract of propolis and eucalyptus was prepared. Four groups (collagen-propolis-eucalyptus, collagen-eucalyptus, collagen-propolis hydrogels and control groups) were prepared, and their biocompatibility was evaluated by the MTT test assay; Then the anti-bacterial activity against Staphylococcus aureus and Escherichia coli was evaluated. The animal test was investigated during 7, 14 and 21 days by histopathology. The MTT test did not show significant cell cytotoxicity, and the percentage of cell survival was more than 90% for 24, 48 and 72 h. The effect of the anti-bacterial hydrogel collagen-propolis-eucalyptus group compared to the collagen-eucalyptus and collagen-propolis groups was much higher. The percentage of wound contraction was recorded in the collagen-propolis-eucalyptus group and it increased in all the groups over time. The results showed that the percentage of wound contraction and repair was significant in the macroscopic and microscopic evaluations. The results showed the effectiveness of natural hydrogel in increasing the healing process of the wound, and it is possible to use this hydrogel natural collagen-eucalyptus-propolis as a suitable option because of its accessibility and low cost.","","Parsial","0.00","2053-1095","11","2"
"118","0","Małgorzata Kłósek, Anna Kurek-Górecka, Radosław Balwierz, Grażyna Pietsz, Zenon P Czuba","The Effect of Ethanolic Extract of Brazilian Green Propolis and Artepillin C on Cytokine Secretion by Stage IV Glioma Cells Under Hypoxic and Normoxic Conditions","2025","Pharmaceuticals (Basel, Switzerland)","","10.3390/ph18030389","Journal Article","Background: The majority of gliomas are astrocytic in nature. Gliomas have the lowest survival rate among all tumors of the central nervous system (CNS), characterized by high aggressiveness and poor response to treatment. The tumor microenvironment is a source of cytokines such as IL-6, IFN-γ, VEGF, and PDGF-BB, secreted mainly by tumor and immune cells. These cytokines play a significant role in angiogenesis, invasion, and metastasis formation. In vitro and in vivo studies have shown that Brazilian green propolis, derived from Baccharis dracunculifolia DC and rich in artepillin C, exhibits anti-inflammatory, antimicrobial, chemopreventive, and anticancer activities. Additionally, it can penetrate the blood-brain barrier, demonstrating neuroprotective effects. The aim of the present study was to determine the concentration of selected cytokines produced by astrocytes of the CCF-STTG1 cell line, isolated from the brain of a patient with stage IV glioma (astrocytoma). Methods: The cytotoxicity of the EEP-B was evaluated using the MTT assay. Astrocytes were stimulated with LPS at a final concentration of 200 ng/mL and/or IFN-α at 100 U/mL, followed by incubation with EEP-B (25-50 µg/mL) and artepillin C (25-50 µg/mL) under 2-h hypoxia and normoxia conditions. Cytokine concentrations were measured using the xMAP Luminex Multiplex Immunoassay and the Multiplex Bead-Based Cytokine kit. Results: The absence of cytotoxic effects of EEP-B and artepillin C on human astrocytes of the CCF-STTG1 lineage was demonstrated. Stimulation with LPS, IFN-α, and their combination (LPS + IFN-α) significantly increased the secretion of the tested cytokines compared to the control cell line. The most pronounced and statistically significant reduction in cytokine levels, particularly IL-6 and VEGF, was observed following EEP-B treatment at both tested concentrations under both hypoxic and normoxic conditions. Conclusions: Brazilian green propolis may serve as a potential immunomodulator in combination therapies for gliomas of varying malignancy grades.","","Ya","0.00","1424-8247","18","3"
