"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"65","0","Man Wang, Muqi Jiang, Qi Wang, Yasheng Sun, Zhixiang Nie, William M Palin, Zhen Zhang","An in vitro bioinspired approach to enhance the bioactivity of titanium implants via electrophoretic deposition and biomimetic mineralization of type i collagen","2025","Biomaterials advances","","10.1016/j.bioadv.2024.214110","Journal Article","This study aims to explore the efficacy of Electrophoretic Deposition (EPD) for collagen type I coating on titanium implants and its subsequent mineralization to improve osseointegration and bone regeneration. Titanium disks were prepared with a sandblasted, large grit and acid-etched (SLA) surface. EPD was employed to deposit collagen type I onto the titanium surfaces, followed by two modes of mineralization: extra-fibril mineralization (EFM) and inter-fibril mineralization (IFM). Then comprehensive in vitro studies were conducted including surface properties, cell proliferation, osteogenic differentiation, and inflammatory responses. EPD successfully deposited a uniform collagen layer on titanium surfaces. EFM resulted in deposition of larger, irregularly shaped crystals, while IFM produced controlled, helical fibril mineralization. IFM-treated surfaces exhibited enhanced cell viability, proliferation, and osteogenic differentiation. Both EFM and IFM surfaces triggered higher macrophage activation than SLA surfaces. While EFM primarily induced a stronger M1 pro-inflammatory response, IFM exhibited a more balanced macrophage polarization with upregulated M2 markers at later stages. EPD, particularly when integrated with IFM, significantly enhances the bioactivity and osteogenic potential of collagen-coated titanium implants. This method surpasses traditional SLA surfaces by stabilizing the collagen layer and creating a biomimetic environment conducive to bone regeneration and healing through a balanced inflammatory response, offering a promising strategy to improve titanium implant performance.","","Parsial","0.00","2772-9508","167",""
"66","0","Kaihao You, Lianghua Xie, Jiaxin Li, Qingying Liu, Lenan Zhuang, Wei Chen","Versatile platforms of mussel-inspired agarose scaffold for cell cultured meat","2025","Journal of advanced research","","10.1016/j.jare.2025.01.024","Journal Article","Biomaterial scaffolds are critical for cell cultured meat production. polysaccharide scaffolds lack essential animal cell adhesion receptors, leading to significant challenges in cell proliferation and myogenic differentiation. Thus, enhancing cell adhesion and growth on polysaccharide scaffolds is strongly required to supply the gaps in cell-cultured meat production. This study aims to develop a multifunctional cell-responsive hydrogel scaffold for the in vitro production of myofibers and structured cell cultured meat through a ""cell adhesion-proliferation-differentiation"" strategy. A polydopamine coating was applied to agarose hydrogel scaffolds using a dipping technique. The capability of scaffolds for myofiber preparation was assessed by evaluating cell adhesion, proliferation, and myogenic differentiation. Utilizing isolated porcine skeletal muscle satellite cells (PSMSCs), the feasibility of structured cell cultured pork tissue supported by agarose hydrogel film scaffolds was further investigated through three-dimensional imaging and scanning electron microscopy analysis. The physicochemical properties of the structured cell cultured pork tissue were evaluated through staining and texture analysis. The incorporation of a polydopamine coating facilitated a remarkable 100 % cell adhesion rate on agarose hydrogel scaffolds, which also demonstrated reusability. The agarose hydrogel scaffolds retained adequate mechanical properties, enabling the adhered cells to proliferate effectively and differentiate into myofiber. Moreover, isolated PSMSCs maintained growth potential on the agarose hydrogel scaffolds, thereby imparting the scaffolds with the ability to generate substantial quantities of multinucleated myofibers. Furthermore, we established a structured cell culture pork meat model, characterized by high-density myofibers and agarose hydrogel film scaffolds, which exhibited the texture and color typical of real pork. The innovative agarose/polydopamine scaffold functions as a multifunctional platform for cell culture, offering novel avenues for the diversification and scalable production of cultured meat, and promising significant reductions in production costs for cell cultured meat.","","Parsial","0.00","2090-1224","77",""
"67","0","Caroline Emonts, Benedict Bauer, Charlotte Büchter, Thomas Pufe, Thomas Gries, Mersedeh Tohidnezhad","Effect of Collagen Coating and Fiber Profile on Tenocyte Growth on Braided Poly-ε-Caprolactone Scaffolds for Tendon and Ligament Regeneration","2025","International journal of molecular sciences","","10.3390/ijms26041735","Journal Article","Using scaffolds is a promising alternative to current methods of treatment for ruptures of tendons and ligaments. However, scaffolds are subject to a wide range of challenges, including mechanical, degradation, process-related and biological requirements. Poly-ε-caprolactone (PCL) fibers have already shown potential for tendon tissue engineering (TTE) because of their degradation kinetics and excellent mechanical properties. The objective of this study was to enhance the PCL scaffold for TTE, specifically in regard to the filament morphology and collagen coating. PCL fibers were melt-spun as monofilaments with circular and snowflake-shaped cross-sections. Different scaffold densities were achieved by applying three different braiding angles in the braiding process. Morphological characterization was conducted including porosity and pore size distribution using µ-CT. The scaffolds were collagenized and cellularized with primary tenocytes for 7 days. Immunofluorescence staining showed a certain alignment of cell growing direction with fiber direction. In cell viability and cell proliferation assays, significant improvements in cell response were observed for the snowflake fiber and collagen coating groups, especially when combined. The data suggest that the utilization of non-circular fibers may facilitate enhanced cell guidance and surface area, while the application of a collagen coating could optimize the cellular environment for adhesion and proliferation.","","Ya","0.00","1422-0067","26","4"
"68","0","Emma Richert, Linda Grefen, Alexandra Zorin, Julian Hubrich, Stefan Simon, Christian P Sommerhoff, Christian Hagl, Christopher Herz, Dominik Obrist, Jürgen Hörer, Thierry Carrel, Maximilian Grab, Paul Philipp Heinisch","Biogenic polymer based patches for congenital cardiac surgery: future development of implants","2025","Frontiers in cardiovascular medicine","","10.3389/fcvm.2025.1540826","Journal Article","Despite advancements in surgical techniques, many patients born with congenital heart defects (CHD) require repeated reinterventions due to the limitations of materials used in congenital cardiac surgery (CCS). Traditional biogenic polymers, such as bovine or equine pericardium, are prone to calcification, have limited durability, and fail to adapt to the growth of infants. This study aims to address these challenges by investigating bacterial cellulose (BC) as a promising material for CCS. Variability in patch quality from previous studies was addressed by refining the production protocol taking advantage of optical density (OD) measurements. After a 72 h incubation, patches were harvested and tested mechanically with burst pressure and uniaxial strain testing. BC's biomechanical properties were further explored by modifying nutrient concentrations, creating different media groups (N10, N30, N50). Hybrid patches combining BC with electrospun polyurethane (ESP-PU) were developed using a specially designed 3D-printed flask to ensure uniform coating and integration. The initial bacterial concentration significantly influenced cellulose yield and growth rate, with static cultures outperforming shaken ones. Nutrient-enriched media (N10, N30, N50) produced cellulose with greater elasticity and strength compared to standard C-Medium, with stiffness correlating to nutrient concentration. Inflation tests showed that N10 and N30 samples withstood higher pressures than N50, which, despite being stiffer, performed worse under rapid inflation. All samples, however, maintained pressures above physiological levels. Scanning electron microscopy analysis confirmed effective BC coating of PU fibres without altering BC fibre orientation or bacterial activity. BC patches demonstrated burst pressure resistance above 1,400 mmHg. BC's elasticity can be tailored, and in combination with ESP-PU, an innovative hybrid material can be produced, positioning BC as a promising biomaterial for future CCS implant development.","","Parsial","0.00","2297-055X","12",""
"69","0","Shujun Wu, Huan Wang, Yanbei Ren, Ying Liu, Xuejun Wen","Generation of induced pluripotent stem cell-derived anterior foregut endoderms on integrin-binding short peptide-based synthetic substrates","2025","Biomedical materials (Bristol, England)","","10.1088/1748-605X/adc52b","Journal Article","Anterior foregut endoderms (AFEs) derived from induced pluripotent stem cells (iPSCs) are an important cell source in stem cell technology as they give rise to some important lineages like lung progenitors and thyroid cells. Coating substrates plays a critical role in AFE generation. Currently, conventional large molecule proteins like Matrigel are used in most differentiation protocols. However, the complex components and mechanisms of these coatings have limited both the exploration of cell-extracellular matrix (ECM) interaction and potential clinical applications. In this study, we identified eight pure synthetic integrin-binding short peptides as effective coatings for iPSC growth and AFE generation with an integrin-binding peptide array. Our results showed that integrinα5β1-,αVβ8-, andαIIbβ3-binding peptides supported the adhesion and expansion of iPSCs and AFE generation by guided differentiation via a definitive endoderm (DE) in a full-anchorage-dependent manner. AFE generation was also found on coatings based on integrinα3β1-,α6β1-,αVβ1-,αVβ6-, andαMβ2-binding peptides following a process with temporal suspension growth in the DE-inducing stage, with lower AFE generation efficiency compared to the full-anchorage-dependent peptide groups and Matrigel. According to the results, the integrinα5β1-binding peptide is the most promising defined substrate for inducing AFEs because of its equivalent efficiency with traditional Matrigel coating in supporting iPSC expansion and differentiation toward AFEs. Additionally, the other seven peptide-based coatings also exhibit potential and could be further investigated for developing synthetic-coating strategies in future studies involving AFEs. Our findings provide valuable insights into the role of integrin and ECM function and hold great potential for disease modeling as well as therapeutic exploration of AFE origin organs.","","Parsial","0.00","1748-605X","20","3"
"70","0","Arwa Daghrery, Renan Dal-Fabbro, Jinping Xu, Darnell Kaigler, Mylène de Ruijter, Debby Gawlitta, Jos Malda, Marco C Bottino","Niche-inspired collagen infused melt electrowritten scaffolds for craniofacial bone regeneration","2025","Biomaterials advances","","10.1016/j.bioadv.2025.214222","Journal Article","Advances in tissue engineering are focused on devising improved therapeutics to reconstruct craniofacial bones. In cell-based strategies, biomaterials with specific physicochemical properties can mimic natural environments, supporting stem cell renewal, survivability, and cell fate. This study highlights the engineering of a 3D-printed (Melt Electrowritten, MEW) fluorinated‑calcium phosphate (F/CaP)-coated polymeric scaffold infused with collagen (COL) that boosts the performance of transplanted alveolar bone-derived mesenchymal stem cells (aBMSCs). Electron microscopy revealed micron-sized (2.7 μm) polymeric fibers forming a porous (500 μm fiber strand spacing) composite scaffold with a uniform F/CaP coating homogeneously infiltrated with collagen. In vitro, our findings underscored the cytocompatibility of the collagen-infused F/CaP-coated composite scaffold, fostering a suitable environment for aBMSCs proliferation and differentiation. Cells within the F/CaP-coated constructs exhibited upregulated osteogenic gene activity, and the addition of collagen augmented the expression of critical bone-forming genes (i.e., Runx2 and OCN). After in vivo implantation, the scaffolds integrated well with the surrounding host tissue, supporting extensive blood vessel infiltration. Notably, the collagen-infused F/CaP-coated composite scaffolds showed an increased CD31-positive vessel growth compared to the non-coated counterparts. At 8 weeks, aBMSCs-laden F/CaP-Coated+COL composite scaffolds exhibited robust bone formation, creating connecting bony bridges in calvarial defects. Importantly, F/CaP-Coated+COL composite scaffolds displayed pronounced OCN expression, indicating enhanced osteogenic potential. Thus, the engineered F/CaP-coated polymeric scaffold laden with aBMSCs and infused with collagen has proven effective in supporting cell growth, vascularization, and rapid bone regeneration, suggesting potential for future clinical use.","","Parsial","0.00","2772-9508","170",""
"71","0","Marjolaine Boulingre, Mateusz Chodkowski, Roberto Portillo Lara, Aaron Lee, Josef Goding, Rylie A Green","Multi-layered electrode constructs for neural tissue engineering","2025","Journal of materials chemistry. B","","10.1039/d4tb02651a","Journal Article","Although neural tissue engineering holds great therapeutic potential for multiple clinical applications, one important challenge is the development of scaffolds that provide cues required for neural tissue development. To achieve this, biomaterial systems can be leveraged to present appropriate biological, mechanical, topographical and electrical cues that could direct cell fate. In this study, a multi-layered electrode construct was engineered to be used as a platform for 3D cell encapsulation for in vitro applications. The first layer is a conductive hydrogel coating, that improves electrical conductivity from the underlying platinum electrode. The second layer is a biosynthetic hydrogel, specifically tailored to support neural development. This layered electrode construct was electrochemically characterised, and a numerical model was applied to study electrical stimuli reaching the biosynthetic hydrogel layer. The construct was shown to effectively support the growth and proliferation of encapsulated astrocytes within the biosynthetic layer, while the numerical model will enable computational experimentation for benchmarking and study validation. This highly versatile system represents a robust tool to study the influence of electrical stimuli on neural fate, as well as investigating the development of biohybrid interfaces in vitro.","","Parsial","0.00","2050-7518","13","10"
"72","0","Marta Rodriguez Navas, Eric M Darling","Selection of Force Sensors for In Situ Measurement of Neotissue Microenvironments","2025","Tissue engineering. Part A","","10.1089/ten.tea.2024.0192","Journal Article","Mechanical forces are a critical stimulus in both native and engineered tissues. Direct measurement of these microenvironmental forces has been challenging, particularly for cell-dense models. To address this, we previously developed hydrogel-based force sensors that are approximately the size of a cell and can be imaged over time to computationally assess the forces exerted by surrounding cells and matrix. The goal of this project was to identify how the physical characteristics of force sensors impact measurements. Sensors were varied in size, elastic modulus, and surface coating before being included in stem cell suspensions that then spontaneously self-assembled into spheroidal neotissues. Using this model of early mesenchymal condensation, we hypothesized that larger, softer sensors would provide greater sensitivity and precision, whereas protein coatings would influence the directionality of applied forces (tensile vs. compressive). These experiments were conducted using a high-content imaging system that allowed analysis of over a thousand sensors to evaluate the various conditions. Results indicated that measurement fidelity was highest for force sensors that had a diameter >20 µm and modulus ∼0.2 kPa. Extremely soft sensors deformed too much, whereas stiffer sensors deformed too little. Collagen and N-cadherin coatings, which replicated cell-matrix or cell-cell binding, respectively, allowed for tensile forces to be exerted on the sensors, with greater forces being observed for N-cadherin sensors in these highly cellular neotissue constructs. Uncoated sensors were universally compressed due to the lack of cell-sensor adhesion. Disruption of the actin cytoskeleton lessened microenvironmental forces, whereas disruption of microtubules had no measurable effect. Potential future applications of the technology include studies of in situ forces in developing tissues as well as a real-time sensor for monitoring the growth of engineered constructs.","","Parsial","0.00","1937-335X","31","3"
"73","0","Karuppiah Nagaraj","State-of-the-art surfactant-based coatings for biomaterials: Innovations, applications, and future prospects in biomedical engineering","2025","International journal of pharmaceutics","","10.1016/j.ijpharm.2025.125879","Journal Article","Surfactants play a vital role in modifying the surface properties of biomaterials, enhancing their functionality in medical applications such as implants, drug delivery systems, and tissue engineering. This review examines surfactant-based coatings, focusing on their classification, adsorption mechanisms, and impact on biomaterial performance. Various surfactant types (ionic, nonionic, and amphoteric) and coating techniques, including dip-coating, spin-coating, layer-by-layer self-assembly, plasma polymerization, and Langmuir-Blodgett methods, are analysed. Surfactant coatings are critical in four major biomedical areas: preventing biofilm formation on implants with antimicrobial agents (e.g., silver-surfactant composites, quaternary ammonium surfactants); improving biocompatibility and hemocompatibility in devices such as cardiovascular stents; controlled drug delivery by micelle-based delivery systems; and smart, stimulus-responsive surfaces that respond to pH or temperature changes. Although surfactant-assisted coatings demonstrate significant potential in improving biomaterial properties, challenges such as stability, cytotoxicity, and scalability hinder their widespread adoption. Advancements in green surfactants, nanotechnology, and computational modeling offer promising solutions to these limitations. Future research should prioritize biodegradable surfactants, nanoscale modifications, and predictive modeling to optimize surfactant-biomaterial interactions for enhanced biomedical applications.","","Ya","0.00","1873-3476","681",""
"74","0","Chandrabhan Verma, Seul-Yi Lee, Jagadis Gautam, Shikha Dubey, Prashant Singh, Kyong Yop Rhee, Eno E Ebenso, Akram Alfantazi, Soo-Jin Park","Hydroxyapatite-based coatings for corrosion resistance and self-healing in biomedical and industrial applications","2025","Acta biomaterialia","","10.1016/j.actbio.2025.09.054","Journal Article","Understanding and controlling the relationship between biomaterial structure and biological function is essential for the long-term success of biomedical implants. Hydroxyapatite (HAp), a biocompatible calcium phosphate-like bone mineral, has garnered attention as a multifunctional coating material due to its corrosion resistance and bioactivity. This review critically examines recent advances in HAp-based coatings, with a focus on fabrication techniques, microstructural design, and corrosion protection mechanisms. Emphasis is placed on functional enhancements through surface engineering, ion substitution (e.g., F⁻, Zn²⁺, Sr²⁺), coordination chemistry, and incorporation with nanocomposites, such as carbon allotropes, biopolymers, and metal oxides. The dual role of HAp in promoting osteointegration and preventing localized corrosion is explored across diverse metallic substrates (Mg, Ti, NiTi, and stainless steel), with comparative insights from saline and simulated body fluids (SBFs) environments. The review also highlights emerging smart coatings with diagnostic and self-healing capabilities, offering guidance for the development of next-generation HAp-based coatings for durable and multifunctional biomedical implants. STATEMENT OF SIGNIFICANCE: Hydroxyapatite (HAp), a calcium phosphate mineral, has been established as a useful material due to its remarkable bioactivity and biocompatibility. Numerous existing studies explore the use of HAp in bone regeneration and integration; however, its potential in multifunctional coatings leftovers underexplored. The present review explores the growing interest and significance of the HAp-based coatings in ensuring the corrosion resistance of metallic implants. HAp provides an environmentally friendly and non-toxic alternative to the traditional coatings or inhibiting systems that suffer from limited durability, poor adhesion, and toxicity. HAp-based coatings are associated with self-healing, biocompatibility, and osteointegration capabilities along with anticorrosion potentials. This review explores advancements in synthesis, ion substitution, nanocomposites, and smart self-healing systems, providing insights for next-generation implant coatings, enhancing longevity, patient safety, and corrosion protection.","","Ya","0.00","1878-7568","",""
"75","0","Ali Moghaddaszadeh, Mohammad Ehsan Ghiasvand, Hadi Seddiqi, Sonia Abbasi-Ravasjani, Jenneke Klein-Nulend","Osteogenic differentiation by pre-osteoblasts is enhanced more on 3D-PRINTED poly-ɛ-caprolactone scaffolds coated with collagen and hydroxyapatite than on poly-ɛ-caprolactone/hydroxyapatite composite scaffolds coated with collagen","2025","Journal of biomaterials applications","","10.1177/08853282251392820","Journal Article","Three-dimensional (3D)-printed poly-ε-caprolactone (PCL) scaffolds lack sufficient bioactivity for optimal bone tissue engineering applications. This shortcoming can be overcome by coating PCL scaffolds with collagen and hydroxyapatite (PCL/col-HA) or by applying a collagen coating to PCL-HA composite scaffolds (PCL-HA/col). Here we aimed to test which type of scaffold is more effective in stimulating osteogenic activity. Moreover, the scaffolds' physicomechanical properties were characterized. 3D-printed PCL/col-HA containing 10, 20, or 30% HA particles, and 3D-printed PCL-HA/col containing 10, 20, or 30% HA particles with collagen coating were fabricated. MC3T3-E1 pre-osteoblasts were cultured on the scaffolds for 14 days. The physicomechanical properties of the scaffolds and pre-osteoblast functionality were evaluated through experiments and finite element (FE) modeling. We found that coating of PCL scaffolds with collagen and HA or coating of PCL-HA composite scaffolds with collagen changed the geometry and topography of the scaffold surfaces. Furthermore, PCL/col-HA and PCL-HA/col showed higher surface roughness and elastic modulus, but lower water contact angle, than PCL scaffolds. FE-modeling showed that all scaffolds tolerated up to 2% compressive strain, which was lower than their yield stress. 3D-printed PCL/col-HA and PCL-HA/col scaffolds promoted pre-osteoblast proliferation and osteogenic activity compared to unmodified PCL scaffolds. PCL-HA/col scaffolds increased pre-osteoblast proliferation and collagen deposition, whereas PCL/col-HA scaffolds increased alkaline phosphatase activity and calcium deposition. Osteogenic activity of pre-osteoblasts was more enhanced on 3D-printed PCL/col-HA scaffolds than on PCL-HA/col scaffolds, particularly in the short-term, which seems promising for in vivo bone tissue engineering.","","Parsial","0.00","1530-8022","",""
"76","0","Dagmara Słota, Aleksandra Szwed-Georgiou, Marcin Włodarczyk, Agnieszka Krupa, Karolina Rudnicka, Karina Niziołek, Bartłomiej Kryszak, Konrad Szustakiewicz, Agnieszka Sobczak-Kupiec","Bioactive coating with clindamycin, VEGF-165, and TGF-β1 for supporting bone tissue regeneration","2025","Biomaterials science","","10.1039/d5bm00637f","Journal Article","The growing demand for implantable devices, implants, and plastic surgery is a major factor driving the growth of the global biomaterials market. Both new materials and opportunities to enhance the properties of existing solutions are being explored. One such approach involves coating existing materials with bioactive layers to provide additional functions. In this study, a bioactive coating was developed in an environmentally friendly and cost-effective manner, using polyethylene glycol (PEG), polyvinylpyrrolidone (PVP), hydroxyapatite (HAp), collagen (COL), and glutathione (GSH). The coating demonstrated the ability to release the antibiotic clindamycin, the vascular endothelial growth factor-165 (VEGF-165), which promotes angiogenesis, and the transforming growth factor-β1 (TGF-β1), which provides anti-inflammatory properties. The physicochemical properties of the coating were evaluated, and its in vivo integration with natural bone tissue was assessed using a rat skull bone defect model in adult Wistar rats (Rattus norvegicus). It was demonstrated that VEGF-165 and TGF-β1 were released within 24 hours at approximately 30% each, a dose capable of producing a therapeutic effect. The in vivo results suggest that incorporating growth factors into the composite coating significantly promotes mineralization at the site of injury. Our coating has the potential to support bone tissue regeneration through the synergistic effects of proteins; however, further studies are required.","","Ya","0.00","2047-4849","13","21"
"77","0","Shaoqing Chen, Caiqin Liang, Pengyin Li, Chun Liu, Xierong Zeng, Xinbo Xiong, Xinye Ni","Polydopamine/polyvinyl alcohol/graphene oxide transition layer for enhancing adhesive performance of HA coating on Cf/C composites prepared by hydrothermal electrodeposition/hydrothermal treatment","2025","Journal of materials science. Materials in medicine","","10.1007/s10856-025-06922-2","Journal Article","Hydroxyapatite (HA) coatings on carbon fiber-reinforced carbon (Cf/C) composites hold promise for orthopedic implants. However, the interface between HA and Cf/C is prone to delamination, limiting its application. To address this, a polydopamine (PDA)-polyvinyl alcohol (PVA)-graphene oxide (GO) transition layer was introduced to reinforce and toughen HA coatings on Cf/C composites (PDA-PVA-GO/Cf/C) via hydrothermal electro-deposition/post-hydrothermal treatment. For comparison, the PDA and PDA/PVA transition layers were also prepared on Cf/C, designated as PDA/Cf/C and PDA-PVA/Cf/C, respectively. The precursor and transformed coatings obtained were monetite and HA. XRD analyses revealed that PDA and PVA infiltrated the monetite lattice without affecting the HA lattice parameters. Remarkably, scratch tests demonstrated that the HA/PVD-PVA-GO coating on Cf/C exhibited a dense configuration and compact interfacial structure, achieving a maximum critical load of 51.5 N, surpassing other reported electrochemically prepared HA coatings. Moreover, scratch tests indicated a more homogeneous scratch pattern with no sudden delamination of the coating from the matrix. In vitro assessments revealed that all HA coatings with the transition layer exhibited enhanced bioactivity and cell compatibility compared with HA alone. In particular, PDA/PVA/GO-Cf/C exhibited the best superior efficacy in promoting the proliferation of mouse embryonic osteoblast precursor (MC3T3-E1) cells and significantly increased Alkaline phosphatase (ALP) production in rat bone marrow mesenchymal stem cells (BMSCs). These findings underscore the potential of PDA-PVA-GO/Cf/C as a promising biomaterial for bone regeneration.","","Ya","0.00","1573-4838","36","1"
"78","0","Neval Sevinc Ozdemir, Simal Yaren Sahin, Halime Kenar, Vasif Hasirci","Development and functional characterization of a tissue-engineered blood-air barrier model for in vitro applications","2025","Nanomedicine (London, England)","","10.1080/17435889.2025.2552101","Journal Article","The blood-air barrier (BAB) of the lung is a critical interface responsible for gas exchange and protection against external attempts, and acts as a selective barrier. Developing in vitro models that replicate its structural and functional properties is essential in studying pulmonary diseases and their therapy. In this study, a model consisting of alveolar epithelial (A549) and primary endothelial (pHUVEC) cells seeded on opposite sides of a thin (11 ± 4 μm), electrospun poly(ε-caprolactone) mesh of nanofibers (140-800 nm) to represent the basal membrane, and the interstitial matrix of the native BAB when coated with collagen type I, fibronectin, and laminin 511 proteins. The dense, nanofibrous architecture of the mesh enabled the formation of cellular monolayers on opposite sides, allowing gas and nutrient exchange for 14 days at air-liquid interface. The mesh had a Young's modulus of 8.0 ± 0.8 MPa, and upon coating with proteins, the water contact angles were decreased from 127.5°±2.6 to 94.4°±3.6. Epithelial and endothelial monolayers demonstrated tight junction formation as shown by ZO-1 and CD31 expression. TEER was measured as 44 ± 5.0 Ω·cm2 with a permeability coefficient (Papp) of 2-5 × 10-6 cm/s against fluorescein. This study presents a physiologically relevant in vitro BAB model for respiratory research and therapies.","","Parsial","0.00","1748-6963","20","20"
"79","0","Yao Wang, Yuanyuan Wang, Leiting Yu, Ye Hua, Ning Wang, Enyu Shi, Changyi Li, Minfang Chen, Jianmin Han","Collagen-Coated 3D-Printed Magnesium Alloy Scaffold with Controlled Mg2+ Release for Enhanced Repair of Critical-Sized Bone Defects","2025","ACS applied materials & interfaces","","10.1021/acsami.5c16661","Journal Article","Critical-sized bone defects pose a significant clinical challenge due to the limitations of existing repair strategies. An ideal bone scaffold is expected to provide mechanical support while promoting osteogenesis and angiogenesis. However, biodegradable magnesium (Mg) alloys face challenges in controlling rapid degradation, leading to detrimental local Mg2+ concentrations and premature mechanical failure. To address this, a collagen-coated 3D-printed magnesium alloy scaffold (COL/Mg) was developed via electrostatic adsorption. The 3D-printed Mg scaffold provides initial structural support matching bone mechanics, while the collagen coating acts as a physical barrier that controls Mg2+ release. This strategy successfully maintains the local Mg2+ concentration within the optimal ""therapeutic window"", thereby optimizing biological activity and avoiding toxicity. In vitro results showed that COL/Mg enhanced corrosion resistance, biocompatibility, and cell proliferation and promoted angiogenic and osteogenic potential. Transcriptomic analysis further revealed the osteogenic differentiation mechanism. In vivo studies using a rat calvarial defect model confirmed that the COL/Mg scaffold significantly promoted vascularized bone regeneration and achieved good bone integration compared to uncoated Mg scaffolds, without adverse systemic effects. In conclusion, this collagen-coating strategy provides a simple and effective approach to harness the advantages of Mg alloys for bone repair by dynamically regulating the ionic microenvironment, offering a promising solution for treating critical-sized bone defects.","","Parsial","0.00","1944-8252","17","45"
"80","0","Fatemeh Ghorbani Shemshadsara, Jafar Ai, Mohammad Bayat, Somayeh Ebrahimi-Barough, Sadegh Shirian, Abdolreza Mohamadnia, Mahsa Kouhestani, Moosa Javdani, Mohammad Hossein Karimzadeh, Naghmeh Bahrami","Exosome-functionalized collagen-coated 3D-printed PCL scaffold for enhanced osteogenic differentiation and bone regeneration: an in vitro and in vivo study","2025","Journal of biological engineering","","10.1186/s13036-025-00578-w","Journal Article","Bone tissue engineering offers a promising strategy to overcome the limitations of conventional bone grafts, including donor site morbidity and immune rejection. In this study, three-dimensional (3D) polycaprolactone (PCL) scaffolds coated with collagen (Col) were fabricated by extrusion-based printing. The scaffolds were further functionalized with human endometrial mesenchymal stem cells (hEnMSCs) and osteoblast-derived exosomes (ODExo), obtained from osteoblast-like cells, to investigate their potential in bone regeneration. The printed scaffolds exhibited controlled porosity, suitable mechanical integrity, and improved hydrophilicity following collagen coating. ODExo were isolated from osteoblast-like cells and confirmed by morphology and particle size. In vitro analyses revealed that exosome-functionalized scaffolds significantly enhanced cell adhesion, proliferation, and osteogenic differentiation of hEnMSCs, as indicated by increased calcium deposition and elevated expression of osteogenic markers such as alkaline phosphatase, osteocalcin, RUNX2, and osteonectin, even without osteogenic induction medium. In vivo experiments using a rat calvarial defect model demonstrated superior bone formation and matrix mineralization in scaffolds containing exosomes compared with control groups. Moreover, transplantation of PCL/Col scaffolds seeded with hEnMSCs and ODExo implants further promoted bone regeneration in vivo. These findings demonstrate that osteoblast-derived exosomes serve as potent bioactive modulators capable of driving osteogenic differentiation and accelerating bone regeneration. Incorporating exosomes into 3D printed PCL/Col scaffolds provides a promising biomimetic and partially cell-free approach for the treatment of critical-sized bone defects. This strategy highlights the potential of combining advanced scaffold fabrication with bioactive vesicles to improve clinical outcomes in regenerative medicine.","","Parsial","0.00","1754-1611","19","1"
"81","0","Rebekka J S Salzmann, Sandra Domazet, Sonia Prado-López, Seyda Kigili, Winfried Neuhaus, Andreas Brachner, Gerda Egger, Lorenzo Moroni, Johannes Hackethal","New applications of sustainable, scalable, standardized, and cost-effective human biomaterials for cell-based assays, tissue engineering, and regenerative medicine","2025","Frontiers in bioengineering and biotechnology","","10.3389/fbioe.2025.1676369","Journal Article","Human-derived biomaterials offer several advantages over animal-derived or synthetic alternatives, including improved biocompatibility, ethical acceptability, sustainability, and clinical translatability. Here we present new applications of human placenta-derived materials - specifically HUMAN PLACENTA substrate, collagen type-I, and Laminin-111 - as 2D coating materials and 3D matrices for the cultivation of spheroids and adherent cells. Collagen type-I coatings supported colorectal cancer spheroid formation without the need for growth-factor supplementation. Lm-111 significantly enhanced NIH3T3 fibroblast adhesion compared with poly-L-lysine and rat-tail collagen type-I, performing comparably to bovine fibronectin. In a transwell blood-brain barrier model, HUMAN PLACENTA substrate coatings enabled confluent endothelial monolayers with transendothelial electrical resistance values not significantly different from the conventional human collagen type-IV/bovine fibronectin mixture. Across these in vitro models, placenta-derived materials performed comparably or better than conventional animal-derived and synthetic coatings, supporting robust cell viability, adhesion, and barrier formation. Due to their human origin, these biomaterials exhibit reduced biological complexity while enhancing biocompatibility and translational relevance. Therefore, they provide a sustainable, ethically acceptable alternative for advanced cell culture systems.","","Parsial","0.00","2296-4185","13",""
